episode,train_step,avg_loss,avg_td_error,avg_q_value,avg_batch_reward,batch_size,epsilon
521,9610,139645583360.000000,117429.601562,283277.9062,0.557832,32,0.396437
521,9611,119718027264.000000,112892.875000,260584.7969,0.609664,32,0.396437
521,9612,105567305728.000000,110764.601562,245968.3438,0.583858,32,0.396437
521,9613,106107781120.000000,105563.484375,289172.9062,0.567963,32,0.396437
521,9614,123231199232.000000,111031.945312,278467.9688,0.595798,32,0.396437
521,9615,103674077184.000000,101841.585938,240283.4219,0.556740,32,0.396437
521,9616,144753049600.000000,118721.328125,269663.6250,0.589274,32,0.396437
521,9617,99026247680.000000,102364.289062,269383.1562,0.581311,32,0.396437
521,9618,111848046592.000000,106556.382812,259605.2812,0.532799,32,0.396437
521,9619,98332778496.000000,103459.351562,249196.8594,0.549546,32,0.396437
521,9620,166134464512.000000,116574.703125,272644.4375,0.574081,32,0.396437
521,9621,125436813312.000000,109957.101562,275078.7188,0.590967,32,0.396437
521,9622,82691448832.000000,96172.093750,243089.3750,0.586954,32,0.396437
521,9623,70861651968.000000,91370.484375,263199.0625,0.558510,32,0.396437
521,9624,102198853632.000000,100500.484375,252418.9531,0.565964,32,0.396437
521,9625,99318538240.000000,100858.429688,273219.7500,0.559144,32,0.396437
521,9626,92423036928.000000,98629.390625,271769.3125,0.555019,32,0.396437
521,9627,171083694080.000000,120391.515625,259815.8125,0.563263,32,0.396437
521,9628,109405274112.000000,104173.320312,260506.8906,0.549837,32,0.396437
521,9629,72713371648.000000,94433.937500,241100.8281,0.566428,32,0.396437
521,9630,129256431616.000000,104192.476562,269968.6875,0.585904,32,0.396437
522,9631,70477922304.000000,88112.398438,240228.9375,0.573378,32,0.394562
522,9632,73312190464.000000,85373.640625,210541.5312,0.587863,32,0.394562
522,9633,105642237952.000000,101365.039062,230563.0625,0.585015,32,0.394562
522,9634,122985496576.000000,107151.320312,214169.8438,0.588845,32,0.394562
522,9635,83132702720.000000,95395.742188,260446.4688,0.587990,32,0.394562
522,9636,99219185664.000000,102838.054688,284407.1250,0.576566,32,0.394562
522,9637,93041418240.000000,90082.960938,211476.5312,0.575777,32,0.394562
522,9638,119001284608.000000,102364.796875,264992.4375,0.559657,32,0.394562
522,9639,87330988032.000000,102421.468750,276137.8125,0.582273,32,0.394562
522,9640,121650651136.000000,101691.585938,252710.7500,0.534817,32,0.394562
522,9641,87919730688.000000,95160.015625,200901.4688,0.572839,32,0.394562
522,9642,125886373888.000000,105023.453125,246729.9531,0.534402,32,0.394562
522,9643,121108406272.000000,104645.671875,308969.3750,0.567531,32,0.394562
522,9644,90271547392.000000,96920.156250,228228.7344,0.539868,32,0.394562
522,9645,126619344896.000000,108506.593750,249749.4219,0.597473,32,0.394562
522,9646,98330255360.000000,95110.093750,261300.7969,0.567072,32,0.394562
522,9647,87402807296.000000,98901.539062,202050.3125,0.570536,32,0.394562
522,9648,111754788864.000000,107327.953125,268908.2812,0.590359,32,0.394562
522,9649,97727995904.000000,104228.570312,290559.0938,0.584172,32,0.394562
522,9650,117282840576.000000,95405.117188,234855.8906,0.591784,32,0.394562
522,9651,103114309632.000000,97663.171875,238720.5625,0.588642,32,0.394562
522,9652,93018857472.000000,101575.742188,280641.1875,0.582016,32,0.394562
522,9653,104212013056.000000,97908.367188,215167.5156,0.567557,32,0.394562
522,9654,102858956800.000000,99195.171875,193261.3438,0.548943,32,0.394562
522,9655,142141652992.000000,108536.953125,262565.9062,0.555350,32,0.394562
522,9656,97706369024.000000,104212.656250,255284.6719,0.567447,32,0.394562
522,9657,88924708864.000000,95480.437500,227032.6094,0.568999,32,0.394562
522,9658,89450373120.000000,95812.960938,227414.7500,0.553079,32,0.394562
522,9659,75898396672.000000,83880.367188,236606.9062,0.559557,32,0.394562
522,9660,80287645696.000000,101467.867188,254404.3125,0.584799,32,0.394562
523,9661,121613156352.000000,105664.859375,267261.6875,0.582966,32,0.392687
523,9662,98724675584.000000,97083.453125,242279.2188,0.595644,32,0.392687
523,9663,73340157952.000000,85440.226562,226073.4844,0.542546,32,0.392687
523,9664,94964162560.000000,96349.718750,215519.9531,0.606034,32,0.392687
523,9665,92375285760.000000,90838.203125,230195.3281,0.562730,32,0.392687
523,9666,77865107456.000000,87582.843750,195122.5938,0.582098,32,0.392687
523,9667,75671363584.000000,81941.476562,236601.0312,0.551889,32,0.392687
523,9668,99107856384.000000,96795.289062,202062.1406,0.570590,32,0.392687
523,9669,76657475584.000000,90582.304688,221800.7344,0.576303,32,0.392687
523,9670,83578257408.000000,94990.679688,252765.0938,0.572667,32,0.392687
523,9671,72819474432.000000,91374.257812,246257.6250,0.556707,32,0.392687
523,9672,116791541760.000000,92431.585938,249360.2031,0.568828,32,0.392687
523,9673,79483928576.000000,95389.601562,235769.2969,0.557383,32,0.392687
523,9674,111439675392.000000,105485.656250,285589.2812,0.592629,32,0.392687
523,9675,117874311168.000000,102570.234375,263521.9062,0.557700,32,0.392687
523,9676,93161562112.000000,97700.109375,274958.9688,0.556280,32,0.392687
523,9677,82294276096.000000,91212.281250,230468.7656,0.544143,32,0.392687
523,9678,66990538752.000000,87708.421875,212472.2188,0.569293,32,0.392687
523,9679,121115934720.000000,103869.007812,267956.1875,0.570404,32,0.392687
523,9680,144804708352.000000,109682.328125,320086.6875,0.586560,32,0.392687
523,9681,143966257152.000000,104423.898438,257091.6562,0.553077,32,0.392687
523,9682,62247002112.000000,84990.046875,256049.1562,0.595540,32,0.392687
523,9683,76048916480.000000,88803.437500,234937.2344,0.571776,32,0.392687
523,9684,84162142208.000000,93794.015625,234366.3906,0.575072,32,0.392687
523,9685,116400971776.000000,94923.453125,245231.5625,0.537209,32,0.392687
523,9686,124127780864.000000,101135.335938,270156.1875,0.601478,32,0.392687
523,9687,77731733504.000000,89667.242188,228837.8438,0.596685,32,0.392687
523,9688,102229278720.000000,99588.312500,232361.4688,0.574320,32,0.392687
523,9689,141971193856.000000,104861.484375,277477.5000,0.572013,32,0.392687
523,9690,87619289088.000000,87749.804688,238350.2344,0.590226,32,0.392687
524,9691,102352560128.000000,98043.742188,258069.0781,0.582144,32,0.390813
524,9692,72693800960.000000,88349.585938,198620.1250,0.591485,32,0.390813
524,9693,109022298112.000000,98904.242188,229289.0156,0.575320,32,0.390813
524,9694,91463720960.000000,107758.578125,250472.4844,0.554462,32,0.390813
524,9695,92590546944.000000,94072.976562,250384.5312,0.578092,32,0.390813
524,9696,55751331840.000000,81127.851562,163393.0625,0.578532,32,0.390813
524,9697,97140006912.000000,94061.421875,223728.8281,0.565514,32,0.390813
524,9698,97236746240.000000,92928.054688,239152.3438,0.587106,32,0.390813
524,9699,100663492608.000000,101141.617188,240417.2812,0.574108,32,0.390813
524,9700,79128436736.000000,92414.789062,213410.1406,0.627545,32,0.390813
524,9701,74917183488.000000,92619.375000,183614.5781,0.573550,32,0.390813
524,9702,88228429824.000000,94897.765625,256323.5000,0.540234,32,0.390813
524,9703,88823865344.000000,102760.890625,233697.2344,0.591658,32,0.390813
524,9704,71551631360.000000,92341.265625,240192.4375,0.574602,32,0.390813
524,9705,86577078272.000000,95364.414062,278816.0000,0.593594,32,0.390813
524,9706,70721544192.000000,89764.812500,204690.3750,0.579529,32,0.390813
524,9707,79348416512.000000,91959.570312,204519.7812,0.591734,32,0.390813
524,9708,106987872256.000000,99925.796875,253727.4844,0.604724,32,0.390813
524,9709,106340360192.000000,100336.554688,262949.5938,0.550826,32,0.390813
524,9710,84297564160.000000,97631.656250,229177.7969,0.573683,32,0.390813
524,9711,75160518656.000000,92922.742188,221088.9375,0.581715,32,0.390813
524,9712,88124260352.000000,96945.679688,237650.0625,0.579281,32,0.390813
524,9713,79493160960.000000,91475.812500,220234.6562,0.580452,32,0.390813
524,9714,92416204800.000000,98884.289062,244143.4688,0.594990,32,0.390813
524,9715,91323613184.000000,95695.742188,275303.0312,0.586702,32,0.390813
524,9716,102076473344.000000,95404.632812,234046.2500,0.562068,32,0.390813
524,9717,74189332480.000000,95390.031250,272047.4375,0.592638,32,0.390813
524,9718,137207930880.000000,106616.296875,236550.0000,0.593873,32,0.390813
524,9719,89348456448.000000,93941.781250,201817.6094,0.573797,32,0.390813
524,9720,72425472000.000000,94083.921875,254029.0156,0.599995,32,0.390813
525,9721,74023936000.000000,92491.406250,231247.2344,0.570567,32,0.388937
525,9722,66517995520.000000,88926.179688,208873.5625,0.578887,32,0.388937
525,9723,55859535872.000000,78951.242188,160811.0938,0.585065,32,0.388937
525,9724,69513920512.000000,86806.609375,219793.8125,0.565471,32,0.388937
525,9725,59105910784.000000,84788.898438,226248.4688,0.550291,32,0.388937
525,9726,60692701184.000000,82586.656250,215139.7344,0.605906,32,0.388937
525,9727,64323088384.000000,84162.968750,221881.9062,0.590233,32,0.388937
525,9728,75110785024.000000,86789.242188,217334.7656,0.570742,32,0.388937
525,9729,73935126528.000000,84802.296875,244274.1406,0.570147,32,0.388937
525,9730,64989442048.000000,82966.351562,242908.5781,0.591844,32,0.388937
525,9731,97145217024.000000,95796.289062,248082.7656,0.590003,32,0.388937
525,9732,84244234240.000000,95566.257812,258443.9062,0.567133,32,0.388937
525,9733,60084600832.000000,82008.031250,204423.6406,0.553106,32,0.388937
525,9734,67697303552.000000,86445.960938,235343.9844,0.604046,32,0.388937
525,9735,89601777664.000000,90348.859375,214417.6094,0.583010,32,0.388937
525,9736,56724205568.000000,78225.421875,170226.7500,0.578982,32,0.388937
525,9737,65279909888.000000,85096.320312,238232.2031,0.590268,32,0.388937
525,9738,93387268096.000000,88793.742188,208845.7344,0.565019,32,0.388937
525,9739,101211660288.000000,95354.156250,232376.3125,0.595107,32,0.388937
525,9740,76114198528.000000,85826.687500,215788.9062,0.573620,32,0.388937
525,9741,59693367296.000000,87665.015625,258357.3281,0.588309,32,0.388937
525,9742,99954229248.000000,94782.148438,261340.9531,0.570607,32,0.388937
525,9743,81127514112.000000,89460.320312,205509.4062,0.541692,32,0.388937
525,9744,70932758528.000000,91236.976562,220087.7031,0.588375,32,0.388937
525,9745,64307052544.000000,85616.015625,236634.9531,0.554826,32,0.388937
525,9746,75493097472.000000,85170.312500,163759.6406,0.600111,32,0.388937
525,9747,62117265408.000000,79620.210938,222901.6250,0.565786,32,0.388937
525,9748,74791378944.000000,87446.109375,249236.5469,0.605148,32,0.388937
525,9749,86903177216.000000,91294.671875,216684.0312,0.549033,32,0.388937
525,9750,66932969472.000000,83906.460938,197856.2969,0.591988,32,0.388937
526,9751,67866112000.000000,80468.304688,201500.8281,0.583758,32,0.387062
526,9752,65559220224.000000,80939.648438,158781.0625,0.558582,32,0.387062
526,9753,112248594432.000000,89800.484375,227446.0312,0.578001,32,0.387062
526,9754,81656283136.000000,85518.601562,217724.6094,0.537279,32,0.387062
526,9755,88381374464.000000,83266.125000,215724.5156,0.601075,32,0.387062
526,9756,64264196096.000000,80271.132812,216442.4062,0.575297,32,0.387062
526,9757,73956147200.000000,87092.093750,204860.3906,0.569405,32,0.387062
526,9758,78990655488.000000,87980.085938,204429.7812,0.593664,32,0.387062
526,9759,92785819648.000000,103920.570312,263503.0000,0.587901,32,0.387062
526,9760,59986497536.000000,79864.507812,241731.0625,0.583691,32,0.387062
526,9761,54242295808.000000,80405.468750,204487.3594,0.575459,32,0.387062
526,9762,71266000896.000000,84779.570312,206786.2969,0.597238,32,0.387062
526,9763,90154622976.000000,93028.882812,246846.0469,0.560408,32,0.387062
526,9764,117305294848.000000,91644.242188,251078.7812,0.563787,32,0.387062
526,9765,97460068352.000000,87620.703125,230343.8750,0.581616,32,0.387062
526,9766,125816700928.000000,102738.828125,258604.3594,0.594217,32,0.387062
526,9767,65915916288.000000,83463.242188,207521.5000,0.574481,32,0.387062
526,9768,112404979712.000000,100577.820312,252080.2969,0.583164,32,0.387062
526,9769,79622504448.000000,90744.554688,220580.6562,0.583774,32,0.387062
526,9770,84119330816.000000,93185.578125,236952.4375,0.580073,32,0.387062
526,9771,84777164800.000000,95306.531250,201450.2969,0.579170,32,0.387062
526,9772,81354727424.000000,94369.632812,255920.5312,0.583999,32,0.387062
526,9773,83107667968.000000,98923.421875,222339.4219,0.593836,32,0.387062
526,9774,95851601920.000000,97095.757812,220238.5312,0.581996,32,0.387062
526,9775,76701163520.000000,87617.476562,214508.2812,0.553676,32,0.387062
526,9776,82290229248.000000,90538.000000,188428.6250,0.566213,32,0.387062
526,9777,109387841536.000000,103747.695312,236490.9375,0.564809,32,0.387062
526,9778,66347483136.000000,87478.125000,194148.0000,0.579710,32,0.387062
526,9779,69272723456.000000,88380.203125,218051.3281,0.593192,32,0.387062
526,9780,51935461376.000000,84899.093750,241536.9688,0.572914,32,0.387062
527,9781,61420650496.000000,82974.015625,236568.6875,0.587815,32,0.385188
527,9782,95861678080.000000,96772.265625,234573.5312,0.585404,32,0.385188
527,9783,135490846720.000000,107422.851562,252140.8281,0.578710,32,0.385188
527,9784,92828049408.000000,95503.703125,245774.5469,0.561685,32,0.385188
527,9785,62360371200.000000,82198.781250,224161.1562,0.574777,32,0.385188
527,9786,72403222528.000000,81601.125000,174217.2344,0.549445,32,0.385188
527,9787,58970071040.000000,85557.648438,208580.0625,0.592469,32,0.385188
527,9788,110188855296.000000,100938.718750,238440.0781,0.580229,32,0.385188
527,9789,66519048192.000000,87406.125000,191584.6562,0.582439,32,0.385188
527,9790,76930097152.000000,91937.796875,254219.2188,0.574537,32,0.385188
527,9791,76061949952.000000,92744.789062,271409.0938,0.525824,32,0.385188
527,9792,115606626304.000000,101128.750000,231958.9844,0.543961,32,0.385188
527,9793,82086027264.000000,90778.828125,240895.0469,0.579219,32,0.385188
527,9794,80428695552.000000,91378.187500,197736.4062,0.594187,32,0.385188
527,9795,70781861888.000000,86536.414062,236950.0312,0.548299,32,0.385188
527,9796,59131072512.000000,80585.640625,233952.1562,0.588466,32,0.385188
527,9797,71832444928.000000,90622.523438,236775.5312,0.619063,32,0.385188
527,9798,65354616832.000000,83326.210938,226490.8906,0.570032,32,0.385188
527,9799,81720360960.000000,91941.523438,239536.3125,0.586142,32,0.385188
527,9800,96006086656.000000,92520.625000,249892.0625,0.586973,32,0.385188
527,9801,89950871552.000000,93450.828125,219373.1875,0.538945,32,0.385188
527,9802,75401084928.000000,87392.296875,219787.8125,0.566556,32,0.385188
527,9803,90176192512.000000,85527.710938,188577.6094,0.586738,32,0.385188
527,9804,74564329472.000000,88566.109375,211285.4688,0.608326,32,0.385188
527,9805,107942273024.000000,96956.726562,239893.5156,0.598608,32,0.385188
527,9806,83478675456.000000,87545.984375,238697.1875,0.568364,32,0.385188
527,9807,90589331456.000000,98608.539062,279119.4375,0.619238,32,0.385188
527,9808,73841369088.000000,86104.960938,226989.3125,0.572127,32,0.385188
527,9809,63230328832.000000,84494.507812,239339.6250,0.566656,32,0.385188
527,9810,105889267712.000000,104392.242188,258752.0625,0.572390,32,0.385188
533,9811,68518670336.000000,89671.273438,228974.0938,0.599832,32,0.383313
533,9812,98985992192.000000,90540.867188,214434.7656,0.544011,32,0.383313
533,9813,66445348864.000000,81091.382812,218244.7969,0.560508,32,0.383313
533,9814,62360608768.000000,77273.921875,229719.3125,0.585249,32,0.383313
533,9815,93922377728.000000,89004.132812,280553.9375,0.581819,32,0.383313
533,9816,69271273472.000000,83325.976562,243773.8906,0.612333,32,0.383313
533,9817,128192847872.000000,90549.257812,222280.5312,0.551355,32,0.383313
533,9818,107332591616.000000,94894.492188,215385.9688,0.580173,32,0.383313
533,9819,76282888192.000000,88099.992188,215066.6250,0.566506,32,0.383313
533,9820,56050929664.000000,79757.804688,261007.3906,0.597257,32,0.383313
533,9821,48597835776.000000,72116.265625,232338.4844,0.563692,32,0.383313
533,9822,83199131648.000000,90161.257812,238240.2031,0.597876,32,0.383313
533,9823,80903667712.000000,86531.953125,217455.0781,0.593997,32,0.383313
533,9824,103777853440.000000,87090.148438,255441.9062,0.572229,32,0.383313
533,9825,74533871616.000000,81511.281250,224348.8281,0.622421,32,0.383313
533,9826,92298182656.000000,103822.281250,298189.5000,0.612571,32,0.383313
533,9827,52862431232.000000,78757.421875,231323.0781,0.579356,32,0.383313
533,9828,85965127680.000000,93540.367188,240752.3594,0.535249,32,0.383313
533,9829,68804239360.000000,83550.203125,275727.5938,0.606147,32,0.383313
533,9830,122327777280.000000,90478.906250,263113.9062,0.601447,32,0.383313
533,9831,83652657152.000000,83903.671875,213323.1719,0.537648,32,0.383313
533,9832,103746158592.000000,84215.703125,210931.2344,0.580143,32,0.383313
533,9833,109241016320.000000,94008.992188,222857.7969,0.587986,32,0.383313
533,9834,68208312320.000000,81877.921875,221017.8750,0.581795,32,0.383313
533,9835,80891879424.000000,89742.804688,229294.2188,0.588421,32,0.383313
533,9836,56960811008.000000,79971.062500,237326.2969,0.603975,32,0.383313
533,9837,58596896768.000000,77646.226562,229101.9062,0.551542,32,0.383313
533,9838,99867197440.000000,94090.445312,239700.8594,0.580602,32,0.383313
533,9839,70978781184.000000,83201.445312,225108.7656,0.589054,32,0.383313
533,9840,94838415360.000000,88684.679688,201414.1719,0.563894,32,0.383313
534,9841,65318846464.000000,85416.000000,223819.7656,0.565988,32,0.381437
534,9842,82127134720.000000,83233.921875,225055.7031,0.591763,32,0.381437
534,9843,126069104640.000000,87611.000000,238105.0156,0.551073,32,0.381437
534,9844,51849494528.000000,69249.531250,205237.6562,0.592869,32,0.381437
534,9845,111552937984.000000,84440.257812,280848.5000,0.559187,32,0.381437
534,9846,48513589248.000000,67975.781250,212797.2969,0.584068,32,0.381437
534,9847,133915213824.000000,84660.453125,230047.5000,0.580303,32,0.381437
534,9848,53960323072.000000,73505.695312,189408.0781,0.570986,32,0.381437
534,9849,76244582400.000000,79380.718750,231548.0938,0.577803,32,0.381437
534,9850,49515671552.000000,67222.429688,178724.3125,0.573242,32,0.381437
534,9851,33542492160.000000,62050.445312,188929.1250,0.589602,32,0.381437
534,9852,90112671744.000000,82196.648438,260969.0625,0.587125,32,0.381437
534,9853,69670477824.000000,75829.750000,223297.9844,0.570190,32,0.381437
534,9854,50126336000.000000,66820.789062,192170.4062,0.563936,32,0.381437
534,9855,47395426304.000000,67193.421875,221352.6094,0.592104,32,0.381437
534,9856,67145527296.000000,78753.140625,206298.7188,0.604934,32,0.381437
534,9857,91356569600.000000,79187.226562,235448.3438,0.583363,32,0.381437
534,9858,53905084416.000000,65269.347656,210079.7188,0.579163,32,0.381437
534,9859,63627948032.000000,73638.921875,211333.7969,0.575278,32,0.381437
534,9860,50359013376.000000,69399.906250,221622.9219,0.588732,32,0.381437
534,9861,76156633088.000000,76466.609375,256405.4375,0.564336,32,0.381437
534,9862,61597581312.000000,72377.765625,201858.2969,0.576120,32,0.381437
534,9863,81952268288.000000,77369.359375,218408.9844,0.583336,32,0.381437
534,9864,123569078272.000000,82180.367188,231890.0156,0.593167,32,0.381437
534,9865,51016986624.000000,71829.406250,217778.4375,0.571614,32,0.381437
534,9866,59322322944.000000,73726.453125,236327.6250,0.598860,32,0.381437
534,9867,48227504128.000000,67862.203125,182451.1406,0.593005,32,0.381437
534,9868,85977210880.000000,79133.468750,211593.6562,0.578335,32,0.381437
534,9869,62697717760.000000,73372.101562,240248.4688,0.553253,32,0.381437
534,9870,61302890496.000000,68015.875000,202105.5312,0.628483,32,0.381437
535,9871,47746715648.000000,63252.867188,202160.1250,0.568520,32,0.379563
535,9872,77503979520.000000,77592.945312,216423.8281,0.595936,32,0.379563
535,9873,52833280000.000000,69469.085938,234076.7969,0.576912,32,0.379563
535,9874,57469116416.000000,74544.945312,243636.7656,0.551350,32,0.379563
535,9875,97451335680.000000,87289.562500,262089.4688,0.558578,32,0.379563
535,9876,109392257024.000000,87620.843750,226951.8594,0.598977,32,0.379563
535,9877,52873822208.000000,67110.953125,178008.4688,0.553891,32,0.379563
535,9878,67083444224.000000,77810.476562,180211.3438,0.585226,32,0.379563
535,9879,57604308992.000000,71434.015625,176700.6250,0.584273,32,0.379563
535,9880,77000376320.000000,79058.265625,207712.8594,0.574794,32,0.379563
535,9881,81418584064.000000,79591.296875,220582.5000,0.565112,32,0.379563
535,9882,62099644416.000000,73196.757812,211153.5156,0.586544,32,0.379563
535,9883,70865510400.000000,74608.828125,192890.6562,0.589911,32,0.379563
535,9884,86072770560.000000,80431.648438,271580.2812,0.571622,32,0.379563
535,9885,75717378048.000000,80002.312500,223386.2812,0.589671,32,0.379563
535,9886,52378222592.000000,72498.625000,245150.2344,0.601100,32,0.379563
535,9887,88478900224.000000,82144.984375,233461.9844,0.604356,32,0.379563
535,9888,62625431552.000000,80112.226562,206070.0938,0.575527,32,0.379563
535,9889,53737279488.000000,68995.062500,190304.7188,0.555510,32,0.379563
535,9890,47446609920.000000,67396.296875,188237.1094,0.558141,32,0.379563
535,9891,77455056896.000000,78348.406250,205021.1562,0.578625,32,0.379563
535,9892,52934676480.000000,70624.757812,269213.7500,0.554916,32,0.379563
535,9893,80966983680.000000,83622.421875,220817.8594,0.567487,32,0.379563
535,9894,48654303232.000000,68223.625000,212051.0156,0.521517,32,0.379563
535,9895,36509253632.000000,64112.566406,196587.5625,0.586705,32,0.379563
535,9896,46910197760.000000,70135.429688,225246.1719,0.580980,32,0.379563
535,9897,81879277568.000000,79719.085938,252585.9219,0.560861,32,0.379563
535,9898,69393326080.000000,72862.429688,203842.9688,0.553065,32,0.379563
535,9899,48079728640.000000,69263.265625,182120.8438,0.570971,32,0.379563
535,9900,45185216512.000000,68509.859375,207113.8594,0.575925,32,0.379563
536,9901,86978404352.000000,86888.531250,269998.4375,0.564776,32,0.377688
536,9902,54862471168.000000,74972.734375,199275.4531,0.594676,32,0.377688
536,9903,64928403456.000000,76517.679688,211274.5000,0.584338,32,0.377688
536,9904,65388056576.000000,75630.625000,225700.2969,0.596563,32,0.377688
536,9905,143079424000.000000,95142.390625,231969.2188,0.561890,32,0.377688
536,9906,75790573568.000000,81324.656250,228541.5312,0.593474,32,0.377688
536,9907,79033016320.000000,74777.031250,212791.7656,0.562951,32,0.377688
536,9908,74255532032.000000,80577.453125,225490.4531,0.575772,32,0.377688
536,9909,56248778752.000000,70321.093750,234661.1719,0.571914,32,0.377688
536,9910,73089589248.000000,73897.843750,205037.2344,0.578596,32,0.377688
536,9911,51385237504.000000,69958.312500,210214.6406,0.596465,32,0.377688
536,9912,41616441344.000000,67234.476562,181051.9062,0.586701,32,0.377688
536,9913,59127390208.000000,75670.585938,202420.0312,0.584927,32,0.377688
536,9914,51773767680.000000,70128.250000,198408.3906,0.577219,32,0.377688
536,9915,61438779392.000000,73912.085938,177803.5156,0.565422,32,0.377688
536,9916,65723392000.000000,71777.898438,180428.9062,0.590440,32,0.377688
536,9917,64076746752.000000,76868.335938,210565.6562,0.601640,32,0.377688
536,9918,53609533440.000000,71918.265625,242308.7656,0.582003,32,0.377688
536,9919,77800849408.000000,78477.218750,223389.6406,0.575266,32,0.377688
536,9920,86414860288.000000,73668.203125,222483.0469,0.576185,32,0.377688
536,9921,73834020864.000000,78431.820312,254043.2812,0.576691,32,0.377688
536,9922,71664451584.000000,78668.539062,233927.2500,0.599837,32,0.377688
536,9923,69287419904.000000,77529.968750,224696.1875,0.596508,32,0.377688
536,9924,92340486144.000000,72633.203125,205389.5156,0.543326,32,0.377688
536,9925,78913462272.000000,77953.554688,194500.4844,0.551061,32,0.377688
536,9926,61354401792.000000,68290.820312,229031.1094,0.567689,32,0.377688
536,9927,68869455872.000000,71145.726562,230741.0312,0.536467,32,0.377688
536,9928,93671383040.000000,84995.671875,245297.1875,0.584138,32,0.377688
536,9929,79076990976.000000,82745.289062,218328.9531,0.557115,32,0.377688
536,9930,71784488960.000000,75828.812500,216861.2656,0.565181,32,0.377688
537,9931,70072451072.000000,74209.679688,212192.5312,0.599600,32,0.375812
537,9932,72846475264.000000,82314.968750,236677.3594,0.579608,32,0.375812
537,9933,116579057664.000000,94356.437500,207306.8906,0.571781,32,0.375812
537,9934,80033718272.000000,88955.203125,239006.8125,0.580355,32,0.375812
537,9935,120942264320.000000,106783.648438,214078.7812,0.598942,32,0.375812
537,9936,104862539776.000000,92300.945312,255394.9375,0.602788,32,0.375812
537,9937,107252195328.000000,98475.523438,244264.8906,0.584399,32,0.375812
537,9938,107441242112.000000,102334.078125,265009.1562,0.571536,32,0.375812
537,9939,89807609856.000000,94113.453125,254932.3594,0.528580,32,0.375812
537,9940,109570473984.000000,101698.273438,252671.7812,0.568873,32,0.375812
537,9941,105422782464.000000,102290.867188,215589.1875,0.590954,32,0.375812
537,9942,61864677376.000000,84148.710938,241674.6562,0.573184,32,0.375812
537,9943,91601838080.000000,92995.359375,219978.8125,0.576900,32,0.375812
537,9944,91593932800.000000,97044.531250,236909.9531,0.576142,32,0.375812
537,9945,98612453376.000000,95590.046875,221694.7344,0.582647,32,0.375812
537,9946,99697950720.000000,95838.023438,247799.9219,0.580141,32,0.375812
537,9947,84118093824.000000,98943.632812,319933.2812,0.568428,32,0.375812
537,9948,88805703680.000000,93064.593750,248882.0781,0.578396,32,0.375812
537,9949,89060835328.000000,98337.484375,243821.4844,0.587975,32,0.375812
537,9950,129546190848.000000,108237.210938,261000.8281,0.575627,32,0.375812
537,9951,110236762112.000000,96746.398438,234373.4531,0.558861,32,0.375812
537,9952,59919798272.000000,87869.210938,221086.0156,0.570935,32,0.375812
537,9953,70627631104.000000,90844.906250,233416.0781,0.584488,32,0.375812
537,9954,86250168320.000000,93255.843750,232010.0781,0.539545,32,0.375812
537,9955,94990548992.000000,103916.296875,232303.0469,0.578372,32,0.375812
537,9956,100879687680.000000,112883.671875,263650.0938,0.552087,32,0.375812
537,9957,88909381632.000000,100945.343750,220521.4219,0.567478,32,0.375812
537,9958,111812395008.000000,108383.421875,220056.3438,0.575116,32,0.375812
537,9959,101007048704.000000,106670.960938,230124.1875,0.550828,32,0.375812
537,9960,100508409856.000000,102035.601562,285842.1562,0.570561,32,0.375812
538,9961,87350255616.000000,97647.890625,190291.8906,0.571407,32,0.373937
538,9962,72278712320.000000,94659.968750,224717.0938,0.601200,32,0.373937
538,9963,78303813632.000000,102059.921875,250711.2031,0.590340,32,0.373937
538,9964,95751929856.000000,103587.273438,261377.0312,0.587678,32,0.373937
538,9965,89002803200.000000,105696.132812,227122.0156,0.557371,32,0.373937
538,9966,83685679104.000000,100973.320312,235797.2500,0.563201,32,0.373937
538,9967,71934836736.000000,93406.773438,265860.7500,0.556270,32,0.373937
538,9968,74168156160.000000,96250.000000,246450.5000,0.573820,32,0.373937
538,9969,84303060992.000000,103291.070312,243593.5938,0.583151,32,0.373937
538,9970,98407350272.000000,101858.226562,243597.6250,0.600202,32,0.373937
538,9971,90467098624.000000,104817.679688,268016.0938,0.581143,32,0.373937
538,9972,186895941632.000000,109783.757812,272869.9062,0.565449,32,0.373937
538,9973,110378541056.000000,107310.585938,235099.1094,0.551335,32,0.373937
538,9974,111866298368.000000,108464.890625,261518.4219,0.538056,32,0.373937
538,9975,101080489984.000000,107749.437500,277860.4688,0.595640,32,0.373937
538,9976,147049529344.000000,115056.945312,268182.3125,0.586477,32,0.373937
538,9977,124578340864.000000,111679.445312,292442.3438,0.577156,32,0.373937
538,9978,79838461952.000000,99475.773438,234815.6406,0.598657,32,0.373937
538,9979,92537200640.000000,108054.781250,269108.7812,0.573410,32,0.373937
538,9980,93383540736.000000,106941.953125,235769.2812,0.623864,32,0.373937
538,9981,107763826688.000000,112323.257812,231420.6406,0.595046,32,0.373937
538,9982,129863983104.000000,110847.140625,280304.9062,0.579913,32,0.373937
538,9983,114705735680.000000,106190.960938,255049.8750,0.547700,32,0.373937
538,9984,66738491392.000000,92492.929688,221641.2031,0.604127,32,0.373937
538,9985,91043725312.000000,106071.398438,277701.6250,0.581968,32,0.373937
538,9986,69966667776.000000,97331.625000,232308.3125,0.585355,32,0.373937
