decision_time,job_id,allowed_machine_indices,avail_actions,action_idx,state_n_jobs_arrived,state_n_jobs_processing,state_n_jobs_waiting,state_n_ops_arrived,state_n_ops_processing,state_n_ops_waiting,state_avg_machine_util,state_avg_operator_util,state_global_avg_wait,state_episode_time_fraction
98.0,42,"[0, 2, 3, 4]","[1, 0, 0, 1, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,671.8118896484375,0.9800000190734863
98.0,37,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,671.8118896484375,0.9800000190734863
98.0,12,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,671.8118896484375,0.9800000190734863
98.0,29,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,671.8118896484375,0.9800000190734863
98.0,31,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,671.8118896484375,0.9800000190734863
98.0,39,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,671.8118896484375,0.9800000190734863
98.0,34,[3],"[0, 0, 0, 0, 0]",3,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,671.8118896484375,0.9800000190734863
99.0,37,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
99.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
99.0,29,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
99.0,31,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
99.0,39,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
99.0,34,[3],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
99.0,43,"[1, 2, 4]","[0, 1, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,706.3740844726562,0.9900000095367432
1.0,0,"[1, 2]","[0, 0, 1, 0, 1]",2,4.0,5.0,0.0,14.0,5.0,9.0,0.0,0.0,0.0,0.009999999776482582
1.0,1,"[0, 1, 2]","[1, 0, 0, 0, 1]",4,4.0,5.0,0.0,14.0,5.0,9.0,0.20000000298023224,0.0,0.0,0.009999999776482582
1.0,2,"[0, 1, 2]","[0, 1, 0, 1, 0]",4,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,0.0,0.009999999776482582
1.0,3,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,0.0,0.009999999776482582
1.0,4,"[1, 3, 4]","[0, 1, 0, 0, 0]",3,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,0.0,0.009999999776482582
2.0,3,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,2.0,0.019999999552965164
2.0,4,"[1, 3, 4]","[0, 1, 0, 0, 0]",1,4.0,5.0,0.0,14.0,5.0,9.0,0.4000000059604645,0.0,2.0,0.019999999552965164
3.0,3,"[0, 1]","[1, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.6000000238418579,0.0,6.149997234344482,0.029999999329447746
3.0,5,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.800000011920929,0.0,6.149997234344482,0.029999999329447746
3.0,1,[0],"[0, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.800000011920929,0.0,6.149997234344482,0.029999999329447746
4.0,6,"[1, 2, 4]","[0, 0, 1, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,9.14999771118164,0.03999999910593033
4.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,9.14999771118164,0.03999999910593033
4.0,5,"[1, 2, 4]","[0, 0, 0, 0, 0]",2,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,9.14999771118164,0.03999999910593033
4.0,1,[0],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,9.14999771118164,0.03999999910593033
5.0,3,"[0, 1, 2]","[0, 0, 1, 1, 1]",3,4.0,6.0,0.0,14.0,6.0,8.0,0.20000000298023224,0.0,10.141498565673828,0.05000000074505806
5.0,2,"[0, 1, 2]","[0, 1, 0, 0, 1]",3,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,10.141498565673828,0.05000000074505806
5.0,0,[1],"[0, 0, 0, 0, 0]",3,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,10.141498565673828,0.05000000074505806
5.0,5,"[1, 2, 4]","[0, 1, 1, 0, 1]",4,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,10.141498565673828,0.05000000074505806
5.0,1,[0],"[0, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.6000000238418579,0.0,10.141498565673828,0.05000000074505806
6.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,13.395730018615723,0.05999999865889549
6.0,1,[0],"[0, 1, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,13.395730018615723,0.05999999865889549
6.0,6,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,6.0,0.0,14.0,6.0,8.0,0.6000000238418579,0.0,13.395730018615723,0.05999999865889549
7.0,3,"[0, 1, 2]","[0, 0, 0, 0, 0]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,18.370729446411133,0.07000000029802322
7.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,18.370729446411133,0.07000000029802322
7.0,6,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,18.370729446411133,0.07000000029802322
7.0,7,"[1, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,18.370729446411133,0.07000000029802322
8.0,8,"[0, 2]","[0, 0, 1, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,18.370729446411133,0.07999999821186066
8.0,5,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",4,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,18.370729446411133,0.07999999821186066
8.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,18.370729446411133,0.07999999821186066
8.0,6,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,18.370729446411133,0.07999999821186066
8.0,7,"[1, 3, 4]","[0, 0, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,18.370729446411133,0.07999999821186066
9.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,19.27073097229004,0.09000000357627869
9.0,8,"[0, 2]","[0, 0, 1, 0, 0]",2,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,19.27073097229004,0.09000000357627869
9.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,19.27073097229004,0.09000000357627869
9.0,6,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,19.27073097229004,0.09000000357627869
9.0,7,"[1, 3, 4]","[0, 0, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,19.27073097229004,0.09000000357627869
10.0,2,"[1, 2]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,23.85466957092285,0.10000000149011612
10.0,5,"[0, 3, 4]","[1, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,23.85466957092285,0.10000000149011612
10.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,23.85466957092285,0.10000000149011612
10.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,23.85466957092285,0.10000000149011612
10.0,6,"[0, 1]","[0, 1, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,23.85466957092285,0.10000000149011612
10.0,7,"[1, 3, 4]","[0, 0, 0, 0, 0]",1,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,23.85466957092285,0.10000000149011612
10.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,23.85466957092285,0.10000000149011612
11.0,2,"[1, 2]","[0, 0, 1, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,24.804668426513672,0.10999999940395355
11.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,24.804668426513672,0.10999999940395355
11.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,24.804668426513672,0.10999999940395355
11.0,7,"[1, 3, 4]","[0, 1, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,24.804668426513672,0.10999999940395355
11.0,9,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,24.804668426513672,0.10999999940395355
12.0,2,"[1, 2]","[0, 0, 0, 0, 1]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,30.754669189453125,0.11999999731779099
12.0,1,[1],"[0, 0, 0, 1, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,30.754669189453125,0.11999999731779099
12.0,0,[1],"[0, 0, 0, 1, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,30.754669189453125,0.11999999731779099
12.0,9,"[0, 2, 3, 4]","[0, 0, 0, 1, 1]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,30.754669189453125,0.11999999731779099
12.0,3,"[0, 1, 2]","[0, 0, 0, 1, 1]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,30.754669189453125,0.11999999731779099
13.0,2,"[1, 2]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,31.10466957092285,0.12999999523162842
13.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,31.10466957092285,0.12999999523162842
13.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,31.10466957092285,0.12999999523162842
14.0,2,"[1, 2]","[0, 0, 1, 0, 1]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.182674407958984,0.14000000059604645
14.0,1,[1],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.182674407958984,0.14000000059604645
14.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.182674407958984,0.14000000059604645
14.0,6,"[0, 3, 4]","[0, 0, 0, 0, 1]",4,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.182674407958984,0.14000000059604645
15.0,2,"[1, 2]","[0, 0, 0, 0, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,38.332672119140625,0.15000000596046448
15.0,1,[1],"[0, 0, 0, 1, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,38.332672119140625,0.15000000596046448
15.0,0,[1],"[0, 0, 0, 1, 0]",0,4.0,6.0,0.0,14.0,6.0,8.0,0.4000000059604645,0.0,38.332672119140625,0.15000000596046448
16.0,2,"[1, 2]","[0, 0, 1, 0, 1]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,38.332672119140625,0.1599999964237213
16.0,1,[1],"[0, 0, 0, 1, 0]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.20000000298023224,0.0,38.332672119140625,0.1599999964237213
16.0,0,[1],"[0, 0, 0, 0, 0]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.332672119140625,0.1599999964237213
16.0,10,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.332672119140625,0.1599999964237213
16.0,6,"[0, 2, 3, 4]","[0, 0, 1, 0, 1]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,38.332672119140625,0.1599999964237213
17.0,2,"[1, 2]","[0, 0, 1, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,53.0915412902832,0.17000000178813934
17.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,53.0915412902832,0.17000000178813934
17.0,10,"[2, 4]","[0, 0, 1, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,53.0915412902832,0.17000000178813934
17.0,7,"[0, 2]","[0, 0, 1, 0, 0]",2,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,53.0915412902832,0.17000000178813934
17.0,11,"[0, 1]","[0, 0, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,53.0915412902832,0.17000000178813934
18.0,2,"[1, 2]","[0, 0, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,55.16154098510742,0.18000000715255737
18.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,55.16154098510742,0.18000000715255737
18.0,10,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,55.16154098510742,0.18000000715255737
18.0,11,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,55.16154098510742,0.18000000715255737
18.0,1,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,55.16154098510742,0.18000000715255737
19.0,9,"[0, 2, 4]","[0, 0, 1, 0, 1]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,56.316444396972656,0.1899999976158142
19.0,12,"[1, 3, 4]","[0, 1, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,56.316444396972656,0.1899999976158142
19.0,2,"[1, 2]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,56.316444396972656,0.1899999976158142
19.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,56.316444396972656,0.1899999976158142
19.0,10,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,56.316444396972656,0.1899999976158142
19.0,1,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,56.316444396972656,0.1899999976158142
19.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,56.316444396972656,0.1899999976158142
20.0,6,"[1, 3, 4]","[0, 1, 0, 0, 0]",1,4.0,10.0,0.0,14.0,10.0,4.0,0.4000000059604645,0.0,57.26644515991211,0.20000000298023224
20.0,13,"[0, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,57.26644515991211,0.20000000298023224
20.0,2,"[1, 2]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,57.26644515991211,0.20000000298023224
20.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,57.26644515991211,0.20000000298023224
20.0,10,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,57.26644515991211,0.20000000298023224
20.0,1,"[0, 1]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,57.26644515991211,0.20000000298023224
20.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",2,4.0,10.0,0.0,14.0,10.0,4.0,0.6000000238418579,0.0,57.26644515991211,0.20000000298023224
21.0,11,[3],"[0, 0, 0, 1, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,60.80661392211914,0.20999999344348907
21.0,13,"[0, 3, 4]","[1, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,60.80661392211914,0.20999999344348907
21.0,2,"[1, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,60.80661392211914,0.20999999344348907
21.0,0,[1],"[0, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,60.80661392211914,0.20999999344348907
21.0,10,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,60.80661392211914,0.20999999344348907
21.0,1,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,60.80661392211914,0.20999999344348907
21.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",3,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,60.80661392211914,0.20999999344348907
22.0,2,"[1, 2]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,61.48161315917969,0.2199999988079071
22.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,61.48161315917969,0.2199999988079071
22.0,10,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,61.48161315917969,0.2199999988079071
22.0,1,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,61.48161315917969,0.2199999988079071
22.0,7,"[0, 2, 3, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,61.48161315917969,0.2199999988079071
23.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,64.96368408203125,0.23000000417232513
23.0,2,"[1, 2]","[0, 0, 1, 0, 1]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.20000000298023224,0.0,64.96368408203125,0.23000000417232513
23.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,64.96368408203125,0.23000000417232513
23.0,10,"[2, 4]","[0, 0, 1, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,64.96368408203125,0.23000000417232513
23.0,1,"[0, 1]","[1, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,64.96368408203125,0.23000000417232513
23.0,7,"[0, 2, 3, 4]","[1, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,64.96368408203125,0.23000000417232513
23.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,64.96368408203125,0.23000000417232513
23.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,64.96368408203125,0.23000000417232513
24.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,86.09552764892578,0.23999999463558197
24.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,86.09552764892578,0.23999999463558197
24.0,1,"[0, 1]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,86.09552764892578,0.23999999463558197
24.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,86.09552764892578,0.23999999463558197
24.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,86.09552764892578,0.23999999463558197
25.0,12,[3],"[0, 0, 0, 1, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,86.09552764892578,0.25
25.0,0,[1],"[0, 0, 0, 1, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,86.09552764892578,0.25
25.0,1,"[0, 1]","[1, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,86.09552764892578,0.25
25.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,86.09552764892578,0.25
25.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,86.09552764892578,0.25
26.0,10,"[0, 2, 4]","[0, 0, 1, 0, 0]",2,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,100.32552337646484,0.25999999046325684
26.0,15,"[1, 2, 4]","[0, 1, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,100.32552337646484,0.25999999046325684
26.0,12,[3],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.800000011920929,0.0,100.32552337646484,0.25999999046325684
26.0,0,[1],"[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.800000011920929,0.0,100.32552337646484,0.25999999046325684
26.0,14,"[2, 4]","[0, 0, 0, 0, 0]",2,4.0,8.0,0.0,14.0,8.0,6.0,0.800000011920929,0.0,100.32552337646484,0.25999999046325684
26.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",2,4.0,8.0,0.0,14.0,8.0,6.0,0.800000011920929,0.0,100.32552337646484,0.25999999046325684
27.0,12,[3],"[0, 0, 0, 1, 0]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.4000000059604645,0.0,101.96969604492188,0.27000001072883606
27.0,0,[1],"[0, 0, 0, 0, 0]",3,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,101.96969604492188,0.27000001072883606
27.0,14,"[2, 4]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,101.96969604492188,0.27000001072883606
27.0,11,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,101.96969604492188,0.27000001072883606
27.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",4,4.0,7.0,0.0,14.0,7.0,7.0,0.6000000238418579,0.0,101.96969604492188,0.27000001072883606
28.0,16,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,106.46969604492188,0.2800000011920929
28.0,14,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,106.46969604492188,0.2800000011920929
28.0,11,"[1, 2, 4]","[0, 1, 0, 0, 1]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.4000000059604645,0.0,106.46969604492188,0.2800000011920929
28.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",0,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,106.46969604492188,0.2800000011920929
28.0,15,"[1, 2, 4]","[0, 0, 0, 0, 0]",1,4.0,8.0,0.0,14.0,8.0,6.0,0.6000000238418579,0.0,106.46969604492188,0.2800000011920929
29.0,16,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,137.36968994140625,0.28999999165534973
29.0,14,"[2, 4]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,137.36968994140625,0.28999999165534973
29.0,7,"[1, 2, 4]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,137.36968994140625,0.28999999165534973
29.0,15,"[1, 2, 4]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,137.36968994140625,0.28999999165534973
29.0,17,"[0, 2, 3, 4]","[0, 0, 0, 0, 1]",0,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,137.36968994140625,0.28999999165534973
29.0,12,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,137.36968994140625,0.28999999165534973
30.0,10,"[2, 4]","[0, 0, 1, 0, 1]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.4000000059604645,0.0,138.44297790527344,0.30000001192092896
30.0,16,"[2, 4]","[0, 0, 0, 0, 1]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,138.44297790527344,0.30000001192092896
30.0,14,"[2, 4]","[0, 0, 0, 0, 0]",4,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,138.44297790527344,0.30000001192092896
30.0,7,"[1, 2, 4]","[0, 0, 0, 0, 0]",2,4.0,9.0,0.0,14.0,9.0,5.0,0.6000000238418579,0.0,138.44297790527344,0.30000001192092896
