episode,epoch,episode_reward,episode_duration,wait_time,epsilon
1926,296,3.9829,50.00,7.4855,0.050000
1927,296,2.5556,50.00,7.9211,0.050000
1928,297,5.0748,50.00,4.7298,0.050000
1929,297,5.2568,50.00,5.7307,0.050000
1930,297,3.8904,50.00,9.1481,0.050000
1931,297,2.6422,50.00,9.3325,0.050000
1937,298,2.2949,50.00,9.8713,0.050000
1938,298,6.2266,50.00,8.9656,0.050000
1939,298,2.1806,50.00,7.8749,0.050000
1940,298,3.1863,50.00,7.0003,0.050000
1941,299,4.1144,50.00,6.0246,0.050000
1942,299,3.1779,50.00,8.8038,0.050000
1943,299,1.9135,50.00,8.2902,0.050000
1944,299,2.5614,50.00,5.7806,0.050000
1950,300,2.2955,50.00,9.0234,0.050000
1951,300,2.7481,50.00,7.3699,0.050000
1952,300,2.6625,50.00,7.4642,0.050000
1953,300,3.0229,50.00,7.3578,0.050000
1954,301,3.0651,50.00,9.5617,0.050000
1955,301,1.7032,50.00,11.3413,0.050000
1956,301,1.9494,50.00,12.0724,0.050000
1957,301,0.8694,50.00,12.5159,0.050000
1963,302,1.0860,50.00,10.1447,0.050000
1964,302,2.6376,50.00,7.1642,0.050000
1965,302,4.5187,50.00,6.6653,0.050000
1966,302,1.5154,50.00,10.9297,0.050000
1967,303,1.4148,50.00,7.5972,0.050000
1968,303,3.2904,50.00,11.5653,0.050000
1969,303,3.8149,50.00,8.4796,0.050000
1970,303,1.7168,50.00,9.2786,0.050000
1976,304,5.3280,50.00,8.1434,0.050000
1977,304,4.0705,50.00,8.3123,0.050000
1978,304,3.5357,50.00,7.8652,0.050000
1979,304,3.7473,50.00,7.6311,0.050000
1980,305,4.6361,50.00,3.5448,0.050000
1981,305,5.3869,50.00,6.9463,0.050000
1982,305,2.2683,50.00,11.7143,0.050000
1983,305,2.9093,50.00,10.4669,0.050000
1989,306,3.8758,50.00,10.6348,0.050000
1990,306,3.8650,50.00,7.5969,0.050000
1991,306,1.7165,50.00,12.4312,0.050000
1992,306,2.6501,50.00,5.3928,0.050000
1993,307,2.3615,50.00,12.9558,0.050000
1994,307,2.4346,50.00,10.4255,0.050000
1995,307,2.7856,50.00,6.1404,0.050000
1996,307,5.5828,50.00,4.4582,0.050000
2002,308,3.0958,50.00,7.2504,0.050000
2003,308,4.6019,50.00,9.3296,0.050000
2004,308,3.4480,50.00,7.7267,0.050000
2005,308,4.6361,50.00,3.5448,0.050000
2006,309,2.3269,50.00,11.6329,0.050000
2007,309,2.4883,50.00,7.9128,0.050000
2008,309,1.7198,50.00,11.9010,0.050000
2009,309,2.8702,50.00,12.5349,0.050000
2015,310,3.5357,50.00,7.8586,0.050000
2016,310,2.1195,50.00,12.5054,0.050000
2017,310,3.3815,50.00,6.5771,0.050000
2018,310,6.1913,50.00,8.0756,0.050000
2019,311,5.0060,50.00,7.2044,0.050000
2020,311,2.4887,50.00,9.7708,0.050000
2021,311,3.1654,50.00,8.6340,0.050000
2022,311,4.6361,50.00,3.5448,0.050000
2028,312,2.6050,50.00,8.0688,0.050000
2029,312,4.6361,50.00,3.3848,0.050000
2030,312,3.4669,50.00,7.3521,0.050000
2031,312,3.4100,50.00,5.2315,0.050000
2032,313,3.4918,50.00,6.2121,0.050000
2033,313,2.7380,50.00,8.2259,0.050000
2034,313,2.5336,50.00,6.6942,0.050000
2035,313,4.6361,50.00,3.3848,0.050000
2041,314,2.3552,50.00,9.4347,0.050000
2042,314,4.6361,50.00,3.5448,0.050000
2043,314,3.1365,50.00,8.9909,0.050000
2044,314,3.5634,50.00,5.9400,0.050000
2045,315,2.4857,50.00,9.2748,0.050000
2046,315,2.4225,50.00,9.8907,0.050000
2047,315,3.9417,50.00,10.0156,0.050000
2048,315,3.9942,50.00,8.1614,0.050000
2054,316,3.3933,50.00,9.1659,0.050000
2055,316,5.8105,50.00,7.9898,0.050000
2056,316,5.1474,50.00,6.4747,0.050000
2057,316,3.9552,50.00,7.9824,0.050000
2058,317,2.9155,50.00,10.1167,0.050000
2059,317,2.2563,50.00,11.8511,0.050000
2060,317,2.9126,50.00,7.0116,0.050000
2061,317,4.1691,50.00,12.3993,0.050000
2067,318,2.1528,50.00,12.6740,0.050000
2068,318,3.6885,50.00,7.3981,0.050000
2069,318,2.1350,50.00,10.9221,0.050000
2070,318,3.9157,50.00,8.1952,0.050000
2071,319,2.0075,50.00,9.8748,0.050000
2072,319,3.1815,50.00,8.8100,0.050000
2073,319,1.7275,50.00,14.5128,0.050000
2074,319,1.2953,50.00,9.1098,0.050000
2080,320,4.3535,50.00,7.8229,0.050000
2081,320,4.6321,50.00,8.4480,0.050000
2082,320,3.7994,50.00,8.6537,0.050000
2083,320,4.3986,50.00,7.4055,0.050000
2084,321,2.9131,50.00,11.3975,0.050000
2085,321,5.1147,50.00,6.4381,0.050000
2086,321,5.1147,50.00,6.4381,0.050000
2087,321,2.1091,50.00,10.5637,0.050000
2093,322,3.1740,50.00,8.3857,0.050000
2094,322,2.0359,50.00,10.1703,0.050000
2095,322,2.4792,50.00,12.0342,0.050000
2096,322,2.0139,50.00,8.1461,0.050000
2097,323,1.8236,50.00,9.0071,0.050000
2098,323,2.6667,50.00,6.7804,0.050000
2099,323,3.3570,50.00,10.2258,0.050000
2100,323,3.4104,50.00,4.8913,0.050000
2106,324,1.8573,50.00,7.6397,0.050000
2107,324,1.8138,50.00,10.2977,0.050000
2108,324,4.1709,50.00,5.8702,0.050000
2109,324,2.1531,50.00,11.2794,0.050000
2110,325,4.1242,50.00,10.4098,0.050000
2111,325,2.4030,50.00,7.6011,0.050000
2112,325,2.7567,50.00,10.1705,0.050000
2113,325,2.0777,50.00,11.4308,0.050000
2119,326,5.3913,50.00,8.7181,0.050000
2120,326,3.6634,50.00,6.7137,0.050000
2121,326,4.6361,50.00,3.3848,0.050000
2122,326,4.2937,50.00,10.7348,0.050000
2123,327,4.1315,50.00,5.7781,0.050000
2124,327,4.6361,50.00,3.5848,0.050000
2125,327,1.6227,50.00,12.3307,0.050000
2126,327,2.7501,50.00,4.9240,0.050000
2132,328,4.0157,50.00,7.5298,0.050000
2133,328,6.4224,50.00,6.2311,0.050000
2134,328,4.6361,50.00,3.5848,0.050000
2135,328,3.9416,50.00,4.1824,0.050000
2136,329,3.1161,50.00,11.5684,0.050000
2137,329,3.9416,50.00,4.1824,0.050000
2138,329,2.0681,50.00,12.6625,0.050000
2139,329,2.2277,50.00,6.4156,0.050000
2145,330,4.6361,50.00,3.3848,0.050000
2146,330,5.0980,50.00,6.4588,0.050000
2147,330,3.1984,50.00,7.6448,0.050000
2148,330,4.6313,50.00,5.6350,0.050000
2149,331,2.9452,50.00,7.8559,0.050000
2150,331,4.9310,50.00,7.4757,0.050000
2151,331,2.4926,50.00,7.6898,0.050000
2152,331,2.4011,50.00,8.5584,0.050000
2158,332,3.4542,50.00,10.3861,0.050000
2159,332,2.7216,50.00,7.4858,0.050000
2160,332,4.2302,50.00,7.9549,0.050000
2161,332,4.2215,50.00,11.9165,0.050000
2162,333,5.2265,50.00,8.4240,0.050000
2163,333,2.4805,50.00,8.3382,0.050000
2164,333,2.5491,50.00,12.2679,0.050000
2165,333,5.6803,50.00,7.2215,0.050000
2171,334,1.6116,50.00,11.0646,0.050000
2172,334,0.9255,50.00,15.3693,0.050000
2173,334,2.9126,50.00,6.9241,0.050000
2174,334,2.5329,50.00,8.8009,0.050000
2175,335,5.5996,50.00,6.9856,0.050000
2176,335,1.3732,50.00,12.8165,0.050000
2177,335,2.5749,50.00,9.7504,0.050000
2178,335,2.4569,50.00,10.1109,0.050000
2184,336,2.7358,50.00,9.0969,0.050000
2185,336,4.6361,50.00,3.5448,0.050000
2186,336,2.2015,50.00,7.8994,0.050000
2187,336,4.3031,50.00,4.9804,0.050000
2188,337,5.2739,50.00,7.1254,0.050000
2189,337,3.1311,50.00,8.3726,0.050000
2190,337,3.8264,50.00,10.4418,0.050000
2191,337,2.6176,50.00,6.5099,0.050000
2197,338,4.6090,50.00,7.1340,0.050000
2198,338,4.0316,50.00,8.0807,0.050000
2199,338,2.9957,50.00,8.8963,0.050000
2200,338,2.7488,50.00,11.5007,0.050000
2201,339,2.0301,50.00,10.6794,0.050000
2202,339,3.4031,50.00,9.2116,0.050000
2203,339,1.3528,50.00,13.5321,0.050000
2204,339,4.6361,50.00,3.3848,0.050000
2210,340,5.9796,50.00,9.9292,0.050000
2211,340,2.6280,50.00,9.6690,0.050000
2212,340,3.5575,50.00,8.6603,0.050000
2213,340,2.5597,50.00,9.3398,0.050000
2214,341,2.4825,50.00,7.7625,0.050000
2215,341,5.0972,50.00,8.2707,0.050000
2216,341,2.0703,50.00,10.8257,0.050000
2217,341,2.4806,50.00,10.6548,0.050000
2223,342,2.0805,50.00,12.4702,0.050000
2224,342,4.6361,50.00,3.3848,0.050000
2225,342,4.6361,50.00,3.5848,0.050000
2226,342,3.7635,50.00,6.7734,0.050000
2227,343,0.3521,50.00,13.3980,0.050000
2228,343,1.7777,50.00,13.0641,0.050000
2229,343,4.3821,50.00,5.7867,0.050000
2230,343,3.0839,50.00,10.2945,0.050000
2236,344,2.5680,50.00,8.7069,0.050000
2237,344,5.2886,50.00,6.7516,0.050000
2238,344,1.3895,50.00,8.1058,0.050000
2239,344,1.3262,50.00,12.8657,0.050000
2240,345,2.6667,50.00,6.8996,0.050000
2241,345,3.3723,50.00,9.9777,0.050000
2242,345,1.3472,50.00,7.6980,0.050000
2243,345,4.0009,50.00,6.7027,0.050000
2249,346,2.8850,50.00,7.4250,0.050000
2250,346,1.4909,50.00,11.7969,0.050000
2251,346,2.6212,50.00,10.4635,0.050000
2252,346,1.9685,50.00,10.0120,0.050000
2253,347,4.2252,50.00,5.9461,0.050000
2254,347,1.9396,50.00,10.6380,0.050000
2255,347,2.8881,50.00,8.9282,0.050000
2256,347,3.7611,50.00,6.9734,0.050000
2262,348,3.0241,50.00,9.0687,0.050000
2263,348,4.2024,50.00,6.6951,0.050000
2264,348,4.7175,50.00,6.7440,0.050000
2265,348,1.0787,50.00,11.9617,0.050000
2266,349,2.4400,50.00,12.1905,0.050000
2267,349,4.6361,50.00,3.5848,0.050000
2268,349,2.9371,50.00,10.5388,0.050000
2269,349,3.6365,50.00,4.5890,0.050000
2275,350,2.9186,50.00,11.4022,0.050000
2276,350,4.2125,50.00,5.9888,0.050000
2277,350,3.2043,50.00,6.6536,0.050000
2278,350,1.5367,50.00,9.8667,0.050000
2279,351,4.6361,50.00,3.3848,0.050000
2280,351,1.3647,50.00,9.9286,0.050000
2281,351,2.3892,50.00,9.0568,0.050000
2282,351,3.1129,50.00,8.7098,0.050000
2288,352,5.1082,50.00,4.7599,0.050000
2289,352,2.5895,50.00,9.3136,0.050000
2290,352,2.7296,50.00,6.9392,0.050000
2291,352,4.4396,50.00,7.8109,0.050000
2292,353,2.5296,50.00,10.9791,0.050000
2293,353,3.7241,50.00,7.9681,0.050000
2294,353,2.2523,50.00,8.1599,0.050000
2295,353,4.8220,50.00,5.7946,0.050000
2301,354,2.9222,50.00,8.0491,0.050000
2302,354,3.3955,50.00,11.3688,0.050000
2303,354,2.6368,50.00,6.3107,0.050000
2304,354,5.2575,50.00,5.4659,0.050000
2305,355,4.8444,50.00,9.9280,0.050000
2306,355,4.1574,50.00,9.9402,0.050000
2307,355,2.1084,50.00,8.5690,0.050000
2308,355,4.6361,50.00,3.5448,0.050000
2314,356,6.1531,50.00,6.1275,0.050000
2315,356,2.5789,50.00,7.8056,0.050000
2316,356,4.6361,50.00,3.5848,0.050000
2317,356,4.6361,50.00,3.5448,0.050000
2318,357,2.1393,50.00,10.5692,0.050000
2319,357,3.9420,50.00,7.4858,0.050000
2320,357,3.4684,50.00,6.5267,0.050000
2321,357,1.3895,50.00,8.0982,0.050000
2327,358,4.6507,50.00,7.9296,0.050000
2328,358,4.5457,50.00,5.7308,0.050000
2329,358,4.5117,50.00,8.8858,0.050000
2330,358,4.4862,50.00,8.0571,0.050000
2331,359,4.1990,50.00,4.8828,0.050000
2332,359,2.1632,50.00,9.3398,0.050000
2333,359,2.3683,50.00,7.8784,0.050000
2334,359,2.4222,50.00,12.8321,0.050000
2340,360,3.5357,50.00,7.8652,0.050000
2341,360,4.4358,50.00,9.4311,0.050000
2342,360,4.7975,50.00,5.4876,0.050000
2343,360,2.4320,50.00,7.6528,0.050000
2344,361,1.4057,50.00,13.3205,0.050000
2345,361,3.8480,50.00,7.9469,0.050000
2346,361,2.7952,50.00,11.4586,0.050000
2347,361,3.1828,50.00,7.2938,0.050000
2353,362,5.6411,50.00,6.4684,0.050000
2354,362,4.3949,50.00,8.7011,0.050000
2355,362,3.4156,50.00,8.2577,0.050000
2356,362,3.5160,50.00,7.9742,0.050000
2357,363,3.2751,50.00,7.1671,0.050000
2358,363,1.9581,50.00,10.9362,0.050000
2359,363,2.1881,50.00,11.6598,0.050000
2360,363,2.7010,50.00,8.8221,0.050000
2366,364,4.1576,50.00,5.9377,0.050000
2367,364,3.0437,50.00,9.1711,0.050000
2368,364,3.0774,50.00,8.2540,0.050000
2369,364,5.0783,50.00,5.8004,0.050000
2370,365,4.0191,50.00,6.1692,0.050000
2371,365,3.0027,50.00,7.7298,0.050000
2372,365,4.7438,50.00,7.2054,0.050000
2373,365,2.2563,50.00,8.6106,0.050000
2379,366,2.9091,50.00,7.7296,0.050000
2380,366,5.2788,50.00,8.0229,0.050000
2381,366,1.4967,50.00,11.5172,0.050000
2382,366,3.5357,50.00,7.8652,0.050000
2383,367,4.3355,50.00,7.1963,0.050000
2384,367,2.8025,50.00,7.4534,0.050000
2385,367,3.5277,50.00,6.6067,0.050000
2386,367,3.2900,50.00,10.4630,0.050000
2392,368,3.5036,50.00,10.2449,0.050000
2393,368,2.2676,50.00,10.2842,0.050000
2394,368,3.5736,50.00,6.9555,0.050000
2395,368,3.1815,50.00,6.8079,0.050000
2396,369,1.8506,50.00,7.6600,0.050000
2397,369,1.7416,50.00,10.9488,0.050000
2398,369,4.2268,50.00,7.4490,0.050000
2399,369,3.5734,50.00,6.8732,0.050000
2405,370,3.0194,50.00,8.2879,0.050000
2406,370,4.4368,50.00,10.6294,0.050000
2407,370,2.1295,50.00,7.8821,0.050000
2408,370,5.9606,50.00,8.1134,0.050000
2409,371,2.9991,50.00,7.3948,0.050000
2410,371,4.5195,50.00,8.3548,0.050000
2411,371,1.3143,50.00,10.1123,0.050000
2412,371,3.3273,50.00,9.4563,0.050000
2418,372,0.9821,50.00,9.9873,0.050000
2419,372,3.7580,50.00,8.1153,0.050000
2420,372,2.9882,50.00,8.9520,0.050000
2421,372,0.7824,50.00,11.2873,0.050000
2422,373,3.9572,50.00,6.0256,0.050000
2423,373,3.8453,50.00,8.1496,0.050000
2424,373,1.8120,50.00,9.8050,0.050000
2425,373,3.1260,50.00,7.4515,0.050000
2431,374,3.3418,50.00,6.2073,0.050000
2432,374,2.0112,50.00,12.4730,0.050000
2433,374,3.8483,50.00,3.9208,0.050000
2434,374,4.1297,50.00,7.4573,0.050000
2435,375,3.9556,50.00,6.6911,0.050000
2436,375,1.9976,50.00,10.4057,0.050000
2437,375,3.4413,50.00,7.3884,0.050000
2438,375,4.0581,50.00,4.0938,0.050000
2444,376,1.8008,50.00,11.6097,0.050000
2445,376,2.8172,50.00,10.8308,0.050000
2446,376,3.0241,50.00,9.0731,0.050000
2447,376,1.0856,50.00,13.5556,0.050000
2448,377,2.0106,50.00,11.8165,0.050000
2449,377,2.7065,50.00,5.5632,0.050000
2450,377,3.0530,50.00,7.3239,0.050000
2451,377,4.6361,50.00,3.3848,0.050000
2457,378,3.8129,50.00,7.4169,0.050000
2458,378,4.6361,50.00,3.3848,0.050000
2459,378,4.4541,50.00,10.0361,0.050000
2460,378,1.3197,50.00,12.2688,0.050000
2461,379,2.5273,50.00,9.8225,0.050000
2462,379,4.7236,50.00,5.6411,0.050000
2463,379,4.6361,50.00,3.5448,0.050000
2464,379,2.8028,50.00,9.1430,0.050000
2470,380,2.7825,50.00,7.5478,0.050000
2471,380,0.8293,50.00,10.8285,0.050000
2472,380,2.2940,50.00,8.6631,0.050000
2473,380,3.0241,50.00,7.0885,0.050000
2474,381,3.1442,50.00,9.4517,0.050000
2475,381,2.6805,50.00,8.4055,0.050000
2476,381,3.8875,50.00,8.0663,0.050000
2477,381,2.7114,50.00,10.7683,0.050000
2483,382,3.5329,50.00,7.3477,0.050000
2484,382,3.8280,50.00,5.6963,0.050000
2485,382,1.1795,50.00,12.9963,0.050000
2486,382,3.2384,50.00,4.9031,0.050000
2487,383,2.0600,50.00,10.5651,0.050000
2488,383,1.8882,50.00,10.0258,0.050000
2489,383,2.0812,50.00,7.7518,0.050000
2490,383,3.9960,50.00,7.8350,0.050000
2496,384,2.3155,50.00,10.2053,0.050000
2497,384,0.9626,50.00,8.4911,0.050000
2498,384,2.2782,50.00,8.4668,0.050000
2499,384,3.3437,50.00,10.5994,0.050000
2500,385,3.0280,50.00,7.1750,0.050000
2501,385,1.8962,50.00,12.7349,0.050000
2502,385,1.7634,50.00,9.1145,0.050000
2503,385,2.1545,50.00,9.7383,0.050000
2509,386,5.2077,50.00,8.8808,0.050000
2510,386,4.2322,50.00,8.0725,0.050000
2511,386,2.0053,50.00,9.2834,0.050000
2512,386,4.6361,50.00,3.5448,0.050000
2513,387,2.6160,50.00,8.8631,0.050000
2514,387,0.5431,50.00,11.1333,0.050000
2515,387,2.2277,50.00,9.2095,0.050000
2516,387,1.4390,50.00,12.1254,0.050000
2522,388,4.4346,50.00,9.4111,0.050000
2523,388,1.9384,50.00,9.9162,0.050000
2524,388,4.1850,50.00,7.9563,0.050000
2525,388,1.3163,50.00,11.7812,0.050000
2526,389,5.5946,50.00,6.7040,0.050000
2527,389,3.7808,50.00,10.3607,0.050000
2528,389,2.6636,50.00,7.2224,0.050000
2529,389,1.2059,50.00,9.8613,0.050000
2535,390,4.9248,50.00,4.8767,0.050000
2536,390,2.5472,50.00,8.8138,0.050000
2537,390,1.5698,50.00,8.8939,0.050000
2538,390,3.2197,50.00,6.5554,0.050000
2539,391,2.7612,50.00,8.8771,0.050000
2540,391,5.6358,50.00,6.5173,0.050000
2541,391,3.6601,50.00,7.8827,0.050000
2542,391,5.1893,50.00,7.0171,0.050000
2548,392,3.2017,50.00,7.1174,0.050000
2549,392,4.5764,50.00,9.4746,0.050000
2550,392,3.4266,50.00,6.1229,0.050000
2551,392,3.8280,50.00,5.8315,0.050000
2552,393,2.7296,50.00,6.9008,0.050000
2553,393,3.9245,50.00,6.0819,0.050000
2554,393,4.6361,50.00,3.3848,0.050000
2555,393,2.2545,50.00,9.2642,0.050000
2561,394,2.0603,50.00,10.1029,0.050000
2562,394,1.6911,50.00,11.5604,0.050000
2563,394,3.4266,50.00,6.1229,0.050000
2564,394,2.9162,50.00,5.6742,0.050000
2565,395,2.6067,50.00,12.0038,0.050000
2566,395,1.8757,50.00,8.1728,0.050000
2567,395,4.1007,50.00,4.0565,0.050000
2568,395,2.8352,50.00,8.7591,0.050000
2574,396,4.5393,50.00,5.7115,0.050000
2575,396,0.5109,50.00,15.7822,0.050000
2576,396,4.2328,50.00,8.3146,0.050000
2577,396,1.0490,50.00,11.0741,0.050000
2578,397,3.8354,50.00,9.8946,0.050000
2579,397,1.3891,50.00,10.6779,0.050000
2580,397,3.5646,50.00,5.7669,0.050000
2581,397,1.8929,50.00,8.4554,0.050000
2587,398,3.7792,50.00,8.3088,0.050000
2588,398,3.3039,50.00,9.1059,0.050000
2589,398,2.6794,50.00,10.5044,0.050000
2590,398,2.6763,50.00,10.0248,0.050000
2591,399,1.7623,50.00,12.4837,0.050000
2592,399,2.4281,50.00,10.0825,0.050000
2593,399,3.5453,50.00,7.6138,0.050000
2594,399,2.0970,50.00,6.1221,0.050000
