# Reward Formula: R_total = R_global / reward_scale
# R_global = w1*CompletedNorm - w2*AvgWaitNorm - w3*WIPNorm + w4*ThroughputDelta + w5*LoadBalance
# Coefficients: w1=1.0, w2=0.0, w3=0.0, w4=0.0, w5=0.0
# reward_scale=2.0
# LoadBalance: lambda_m=0.8, lambda_o=0.2
# CompletedNorm: fraction of jobs completed [0,1]
# AvgWaitNorm: normalized average wait time [0,1]
# WIPNorm: work-in-progress ratio [0,1]
# ThroughputDelta: change in completed jobs (normalized) - immediate feedback!
# LoadBalance: entropy-based load distribution [0,1] - higher is better
#
step,sim_time,CompletedNorm,AvgWaitNorm,WIPNorm,ThroughputDelta,LoadBalance,R_global,R_total
26351,60.00,0.758621,0.074556,0.241379,0.000000,0.967911,0.758621,0.379310
26352,61.00,0.758621,0.074963,0.241379,0.000000,0.972422,0.758621,0.379310
26353,62.00,0.733333,0.073023,0.266667,0.000000,0.961981,0.733333,0.366667
26354,63.00,0.733333,0.074689,0.266667,0.000000,0.961981,0.733333,0.366667
26355,64.00,0.709677,0.072861,0.290323,0.000000,0.965557,0.709677,0.354839
26356,65.00,0.750000,0.072473,0.250000,0.062500,0.972116,0.750000,0.375000
26357,66.00,0.787879,0.071260,0.212121,0.060606,0.976290,0.787879,0.393939
26358,67.00,0.764706,0.070710,0.235294,0.000000,0.974556,0.764706,0.382353
26359,68.00,0.794118,0.072619,0.205882,0.029412,0.947351,0.794118,0.397059
26360,69.00,0.750000,0.068585,0.250000,0.000000,0.947351,0.750000,0.375000
26361,70.00,0.710526,0.065699,0.263158,0.000000,0.949543,0.710526,0.355263
26362,71.00,0.717949,0.064783,0.256410,0.025641,0.948833,0.717949,0.358974
26363,72.00,0.717949,0.066372,0.256410,0.000000,0.948592,0.717949,0.358974
26364,73.00,0.700000,0.067114,0.250000,0.000000,0.938116,0.700000,0.350000
26365,74.00,0.700000,0.068910,0.250000,0.000000,0.952446,0.700000,0.350000
26366,75.00,0.700000,0.070205,0.250000,0.000000,0.952626,0.700000,0.350000
26367,76.00,0.700000,0.071603,0.250000,0.000000,0.941271,0.700000,0.350000
26368,77.00,0.682927,0.071784,0.243902,0.000000,0.934912,0.682927,0.341463
26369,78.00,0.682927,0.072028,0.243902,0.000000,0.932626,0.682927,0.341463
26370,79.00,0.707317,0.073619,0.243902,0.024390,0.935091,0.707317,0.353659
26371,80.00,0.690476,0.072277,0.238095,0.000000,0.949312,0.690476,0.345238
26372,81.00,0.690476,0.073813,0.238095,0.000000,0.934366,0.690476,0.345238
26373,82.00,0.690476,0.077812,0.238095,0.000000,0.934621,0.690476,0.345238
26374,83.00,0.690476,0.079104,0.238095,0.000000,0.925434,0.690476,0.345238
26375,84.00,0.714286,0.080134,0.238095,0.023810,0.927280,0.714286,0.357143
26376,85.00,0.738095,0.080955,0.238095,0.023810,0.930130,0.738095,0.369048
26377,86.00,0.720930,0.081338,0.232558,0.000000,0.934644,0.720930,0.360465
26378,87.00,0.704545,0.083428,0.227273,0.000000,0.942019,0.704545,0.352273
26379,88.00,0.688889,0.082885,0.222222,0.000000,0.946291,0.688889,0.344444
26380,89.00,0.688889,0.082930,0.222222,0.000000,0.950356,0.688889,0.344444
26381,90.00,0.711111,0.083596,0.222222,0.022222,0.950356,0.711111,0.355556
26382,91.00,0.711111,0.085430,0.222222,0.000000,0.949527,0.711111,0.355556
26383,92.00,0.711111,0.089533,0.222222,0.000000,0.947557,0.711111,0.355556
26384,93.00,0.711111,0.089966,0.222222,0.000000,0.957939,0.711111,0.355556
26385,94.00,0.711111,0.091834,0.222222,0.000000,0.957939,0.711111,0.355556
26386,95.00,0.711111,0.093201,0.222222,0.000000,0.956894,0.711111,0.355556
26387,96.00,0.733333,0.093201,0.222222,0.022222,0.950582,0.733333,0.366667
26388,97.00,0.733333,0.096499,0.222222,0.000000,0.954226,0.733333,0.366667
26389,98.00,0.717391,0.094819,0.217391,0.000000,0.962192,0.717391,0.358696
26390,99.00,0.723404,0.094142,0.212766,0.021277,0.963740,0.723404,0.361702
26391,100.00,0.729167,0.095316,0.208333,0.020833,0.974139,0.729167,0.364583
26392,1.00,0.000000,0.000000,0.500000,0.000000,0.974139,0.000000,0.000000
26393,3.00,0.000000,0.002042,0.600000,0.000000,0.977976,0.000000,0.000000
26394,4.00,0.100000,0.002185,0.600000,0.100000,0.977976,0.100000,0.050000
26395,5.00,0.100000,0.003530,0.600000,0.000000,0.977976,0.100000,0.050000
26396,7.00,0.100000,0.003488,0.700000,0.000000,0.975051,0.100000,0.050000
26397,8.00,0.100000,0.004962,0.800000,0.000000,0.975993,0.100000,0.050000
26398,9.00,0.200000,0.007160,0.700000,0.100000,0.975993,0.200000,0.100000
26399,10.00,0.200000,0.007694,0.800000,0.000000,0.969510,0.200000,0.100000
26400,11.00,0.200000,0.012437,0.800000,0.000000,0.972721,0.200000,0.100000
26401,12.00,0.300000,0.013487,0.700000,0.100000,0.970636,0.300000,0.150000
26402,13.00,0.300000,0.013912,0.700000,0.000000,0.974316,0.300000,0.150000
26403,15.00,0.300000,0.014062,0.700000,0.000000,0.973356,0.300000,0.150000
26404,16.00,0.454545,0.015897,0.545455,0.181818,0.973356,0.454545,0.227273
26405,17.00,0.416667,0.014703,0.583333,0.000000,0.973356,0.416667,0.208333
26406,19.00,0.384615,0.013653,0.615385,0.000000,0.968414,0.384615,0.192308
26407,20.00,0.357143,0.015113,0.642857,0.000000,0.966311,0.357143,0.178571
26408,21.00,0.357143,0.015631,0.642857,0.000000,0.966012,0.357143,0.178571
26409,22.00,0.357143,0.015988,0.642857,0.000000,0.968872,0.357143,0.178571
26410,23.00,0.333333,0.015606,0.666667,0.000000,0.968872,0.333333,0.166667
26411,24.00,0.333333,0.017506,0.666667,0.000000,0.970467,0.333333,0.166667
26412,25.00,0.333333,0.018106,0.666667,0.000000,0.984694,0.333333,0.166667
26413,26.00,0.312500,0.019178,0.625000,0.000000,0.984694,0.312500,0.156250
26414,27.00,0.375000,0.021666,0.625000,0.062500,0.984694,0.375000,0.187500
26415,28.00,0.411765,0.022215,0.588235,0.058824,0.989853,0.411765,0.205882
26416,29.00,0.388889,0.026636,0.555556,0.000000,0.986845,0.388889,0.194444
26417,30.00,0.388889,0.029730,0.555556,0.000000,0.984346,0.388889,0.194444
26418,31.00,0.388889,0.032730,0.555556,0.000000,0.985251,0.388889,0.194444
26419,32.00,0.388889,0.033286,0.555556,0.000000,0.981903,0.388889,0.194444
26420,33.00,0.421053,0.034352,0.526316,0.052632,0.986037,0.421053,0.210526
26421,34.00,0.421053,0.035931,0.526316,0.000000,0.981435,0.421053,0.210526
26422,35.00,0.550000,0.037009,0.450000,0.150000,0.981435,0.550000,0.275000
26423,36.00,0.523810,0.037649,0.476190,0.000000,0.977946,0.523810,0.261905
26424,37.00,0.523810,0.040098,0.476190,0.000000,0.963541,0.523810,0.261905
26425,38.00,0.478261,0.053231,0.434783,0.000000,0.972917,0.478261,0.239130
26426,39.00,0.478261,0.056894,0.434783,0.000000,0.970673,0.478261,0.239130
26427,40.00,0.521739,0.057883,0.434783,0.043478,0.970673,0.521739,0.260870
26428,41.00,0.500000,0.057813,0.416667,0.000000,0.970673,0.500000,0.250000
26429,42.00,0.500000,0.059824,0.416667,0.000000,0.969367,0.500000,0.250000
26430,43.00,0.480000,0.059781,0.400000,0.000000,0.972986,0.480000,0.240000
26431,44.00,0.560000,0.060701,0.400000,0.080000,0.979612,0.560000,0.280000
26432,45.00,0.560000,0.063934,0.400000,0.000000,0.970673,0.560000,0.280000
26433,46.00,0.560000,0.066034,0.400000,0.000000,0.970770,0.560000,0.280000
26434,47.00,0.538462,0.064389,0.384615,0.000000,0.966324,0.538462,0.269231
26435,48.00,0.576923,0.064773,0.384615,0.038462,0.963252,0.576923,0.288462
26436,49.00,0.576923,0.067758,0.384615,0.000000,0.963252,0.576923,0.288462
26437,50.00,0.576923,0.068422,0.384615,0.000000,0.950771,0.576923,0.288462
26438,51.00,0.576923,0.071662,0.384615,0.000000,0.938753,0.576923,0.288462
26439,52.00,0.615385,0.074528,0.384615,0.038462,0.938753,0.615385,0.307692
26440,53.00,0.615385,0.075431,0.384615,0.000000,0.938967,0.615385,0.307692
26441,54.00,0.653846,0.077903,0.346154,0.038462,0.943836,0.653846,0.326923
26442,55.00,0.653846,0.081055,0.346154,0.000000,0.951188,0.653846,0.326923
26443,56.00,0.653846,0.082305,0.346154,0.000000,0.947779,0.653846,0.326923
26444,57.00,0.692308,0.082305,0.307692,0.038462,0.945279,0.692308,0.346154
26445,58.00,0.666667,0.093742,0.333333,0.000000,0.941219,0.666667,0.333333
26446,59.00,0.655172,0.088532,0.344828,0.034483,0.937871,0.655172,0.327586
26447,60.00,0.655172,0.089094,0.344828,0.000000,0.945211,0.655172,0.327586
26448,61.00,0.655172,0.089784,0.344828,0.000000,0.945211,0.655172,0.327586
26449,62.00,0.633333,0.087425,0.333333,0.000000,0.945211,0.633333,0.316667
26450,63.00,0.633333,0.090591,0.333333,0.000000,0.950925,0.633333,0.316667
26451,64.00,0.612903,0.087669,0.322581,0.000000,0.947703,0.612903,0.306452
26452,65.00,0.656250,0.087826,0.312500,0.062500,0.955036,0.656250,0.328125
26453,66.00,0.666667,0.086171,0.303030,0.030303,0.935761,0.666667,0.333333
26454,67.00,0.647059,0.088959,0.294118,0.000000,0.945914,0.647059,0.323529
26455,68.00,0.676471,0.088959,0.294118,0.029412,0.934754,0.676471,0.338235
26456,69.00,0.638889,0.085199,0.277778,0.000000,0.949317,0.638889,0.319444
26457,70.00,0.605263,0.081504,0.263158,0.000000,0.949317,0.605263,0.302632
26458,71.00,0.615385,0.088405,0.256410,0.025641,0.930834,0.615385,0.307692
26459,72.00,0.615385,0.088643,0.256410,0.000000,0.920155,0.615385,0.307692
26460,73.00,0.625000,0.089222,0.250000,0.025000,0.928584,0.625000,0.312500
26461,74.00,0.650000,0.089222,0.250000,0.025000,0.928584,0.650000,0.325000
26462,75.00,0.650000,0.092006,0.250000,0.000000,0.944432,0.650000,0.325000
26463,76.00,0.650000,0.095112,0.250000,0.000000,0.906647,0.650000,0.325000
26464,77.00,0.658537,0.092792,0.243902,0.024390,0.906647,0.658537,0.329268
26465,78.00,0.658537,0.095718,0.243902,0.000000,0.905915,0.658537,0.329268
26466,79.00,0.658537,0.095718,0.243902,0.000000,0.887760,0.658537,0.329268
26467,80.00,0.642857,0.094062,0.238095,0.000000,0.892636,0.642857,0.321429
26468,81.00,0.666667,0.095545,0.238095,0.023810,0.893750,0.666667,0.333333
26469,82.00,0.666667,0.102736,0.238095,0.000000,0.869795,0.666667,0.333333
26470,83.00,0.690476,0.103331,0.238095,0.023810,0.875249,0.690476,0.345238
26471,84.00,0.714286,0.107109,0.238095,0.023810,0.888915,0.714286,0.357143
26472,85.00,0.714286,0.111258,0.238095,0.000000,0.860884,0.714286,0.357143
26473,86.00,0.697674,0.108903,0.232558,0.000000,0.860884,0.697674,0.348837
26474,87.00,0.681818,0.108235,0.227273,0.000000,0.867027,0.681818,0.340909
26475,88.00,0.666667,0.106103,0.222222,0.000000,0.818943,0.666667,0.333333
26476,89.00,0.666667,0.109748,0.222222,0.000000,0.794806,0.666667,0.333333
26477,90.00,0.688889,0.110415,0.222222,0.022222,0.804618,0.688889,0.344444
26478,91.00,0.688889,0.114136,0.222222,0.000000,0.841220,0.688889,0.344444
26479,92.00,0.688889,0.119100,0.222222,0.000000,0.790933,0.688889,0.344444
26480,93.00,0.688889,0.120022,0.222222,0.000000,0.790933,0.688889,0.344444
26481,94.00,0.688889,0.120811,0.222222,0.000000,0.807555,0.688889,0.344444
26482,95.00,0.688889,0.121478,0.222222,0.000000,0.825199,0.688889,0.344444
26483,96.00,0.711111,0.121665,0.222222,0.022222,0.834973,0.711111,0.355556
26484,97.00,0.733333,0.127003,0.222222,0.022222,0.843822,0.733333,0.366667
26485,98.00,0.717391,0.125981,0.217391,0.000000,0.885069,0.717391,0.358696
26486,99.00,0.702128,0.123939,0.212766,0.000000,0.885069,0.702128,0.351064
26487,100.00,0.708333,0.127356,0.208333,0.020833,0.876816,0.708333,0.354167
26488,1.00,0.000000,0.000000,0.500000,0.000000,0.876816,0.000000,0.000000
26489,2.00,0.000000,0.002000,0.500000,0.000000,0.919183,0.000000,0.000000
26490,3.00,0.000000,0.007042,0.600000,0.000000,0.911059,0.000000,0.000000
26491,4.00,0.000000,0.006036,0.700000,0.000000,0.911059,0.000000,0.000000
26492,5.00,0.100000,0.014750,0.600000,0.100000,0.909250,0.100000,0.050000
26493,6.00,0.100000,0.018042,0.600000,0.000000,0.915587,0.100000,0.050000
26494,7.00,0.100000,0.016974,0.700000,0.000000,0.924818,0.100000,0.050000
26495,8.00,0.100000,0.016452,0.800000,0.000000,0.936245,0.100000,0.050000
26496,9.00,0.100000,0.017452,0.800000,0.000000,0.952380,0.100000,0.050000
26497,10.00,0.100000,0.024624,0.900000,0.000000,0.952380,0.100000,0.050000
26498,11.00,0.100000,0.028349,0.900000,0.000000,0.960979,0.100000,0.050000
26499,12.00,0.300000,0.031558,0.700000,0.200000,0.971680,0.300000,0.150000
26500,13.00,0.300000,0.038683,0.700000,0.000000,0.979834,0.300000,0.150000
26501,14.00,0.300000,0.045642,0.700000,0.000000,0.979834,0.300000,0.150000
26502,15.00,0.400000,0.051142,0.600000,0.100000,0.987237,0.400000,0.200000
26503,16.00,0.454545,0.047629,0.545455,0.090909,0.979320,0.454545,0.227273
26504,17.00,0.416667,0.045374,0.583333,0.000000,0.979031,0.416667,0.208333
26505,18.00,0.416667,0.045669,0.583333,0.000000,0.981340,0.416667,0.208333
26506,19.00,0.384615,0.042753,0.615385,0.000000,0.980119,0.384615,0.192308
26507,20.00,0.357143,0.040770,0.642857,0.000000,0.978126,0.357143,0.178571
26508,21.00,0.357143,0.041484,0.642857,0.000000,0.978126,0.357143,0.178571
26509,22.00,0.428571,0.045581,0.571429,0.071429,0.981283,0.428571,0.214286
26510,23.00,0.400000,0.045650,0.600000,0.000000,0.981283,0.400000,0.200000
26511,24.00,0.533333,0.062034,0.466667,0.133333,0.975396,0.533333,0.266667
26512,25.00,0.533333,0.062050,0.466667,0.000000,0.973043,0.533333,0.266667
26513,26.00,0.500000,0.060672,0.500000,0.000000,0.973043,0.500000,0.250000
26514,27.00,0.500000,0.070250,0.500000,0.000000,0.976480,0.500000,0.250000
26515,28.00,0.470588,0.066706,0.529412,0.000000,0.976480,0.470588,0.235294
26516,29.00,0.444444,0.070042,0.555556,0.000000,0.983036,0.444444,0.222222
26517,30.00,0.500000,0.076665,0.500000,0.055556,0.983409,0.500000,0.250000
26518,31.00,0.500000,0.078178,0.500000,0.000000,0.975510,0.500000,0.250000
26519,32.00,0.555556,0.079845,0.444444,0.055556,0.975510,0.555556,0.277778
26520,33.00,0.578947,0.078577,0.421053,0.052632,0.967682,0.578947,0.289474
26521,34.00,0.631579,0.083566,0.368421,0.052632,0.966569,0.631579,0.315789
26522,35.00,0.600000,0.084090,0.400000,0.000000,0.966034,0.600000,0.300000
26523,36.00,0.571429,0.080085,0.428571,0.000000,0.973866,0.571429,0.285714
26524,37.00,0.571429,0.080966,0.428571,0.000000,0.981493,0.571429,0.285714
26525,38.00,0.608696,0.076434,0.391304,0.086957,0.984223,0.608696,0.304348
26526,39.00,0.608696,0.078008,0.391304,0.000000,0.981346,0.608696,0.304348
26527,40.00,0.608696,0.081712,0.391304,0.000000,0.985520,0.608696,0.304348
26528,41.00,0.583333,0.084089,0.416667,0.000000,0.979810,0.583333,0.291667
26529,42.00,0.583333,0.085995,0.416667,0.000000,0.979317,0.583333,0.291667
26530,43.00,0.560000,0.083355,0.400000,0.000000,0.978071,0.560000,0.280000
26531,44.00,0.600000,0.086703,0.400000,0.040000,0.971729,0.600000,0.300000
26532,45.00,0.640000,0.089310,0.360000,0.040000,0.981032,0.640000,0.320000
26533,46.00,0.680000,0.093670,0.320000,0.040000,0.985286,0.680000,0.340000
26534,47.00,0.653846,0.091642,0.346154,0.000000,0.984341,0.653846,0.326923
26535,48.00,0.653846,0.093142,0.346154,0.000000,0.985981,0.653846,0.326923
26536,49.00,0.653846,0.093987,0.346154,0.000000,0.985000,0.653846,0.326923
26537,50.00,0.653846,0.099302,0.346154,0.000000,0.992041,0.653846,0.326923
26538,51.00,0.653846,0.100821,0.346154,0.000000,0.993749,0.653846,0.326923
26539,52.00,0.692308,0.102841,0.307692,0.038462,0.990934,0.692308,0.346154
26540,53.00,0.692308,0.104764,0.307692,0.000000,0.984989,0.692308,0.346154
26541,54.00,0.692308,0.109321,0.307692,0.000000,0.992175,0.692308,0.346154
26542,55.00,0.730769,0.111110,0.269231,0.038462,0.990079,0.730769,0.365385
26543,56.00,0.769231,0.111618,0.230769,0.038462,0.992841,0.769231,0.384615
26544,57.00,0.769231,0.119727,0.230769,0.000000,0.991845,0.769231,0.384615
26545,58.00,0.777778,0.115292,0.222222,0.037037,0.991845,0.777778,0.388889
26546,59.00,0.724138,0.108498,0.275862,0.000000,0.980106,0.724138,0.362069
26547,60.00,0.758621,0.112796,0.241379,0.034483,0.979152,0.758621,0.379310
26548,61.00,0.793103,0.112796,0.206897,0.034483,0.979152,0.793103,0.396552
26549,62.00,0.766667,0.110044,0.233333,0.000000,0.980790,0.766667,0.383333
26550,63.00,0.766667,0.115375,0.233333,0.000000,0.962062,0.766667,0.383333
26551,64.00,0.806452,0.113404,0.193548,0.064516,0.962062,0.806452,0.403226
26552,65.00,0.781250,0.110727,0.218750,0.000000,0.962383,0.781250,0.390625
26553,66.00,0.757576,0.109060,0.242424,0.000000,0.953901,0.757576,0.378788
26554,67.00,0.735294,0.106815,0.264706,0.000000,0.959372,0.735294,0.367647
26555,68.00,0.764706,0.107162,0.235294,0.029412,0.959372,0.764706,0.382353
26556,69.00,0.722222,0.102667,0.277778,0.000000,0.958202,0.722222,0.361111
26557,70.00,0.684211,0.099038,0.263158,0.000000,0.962073,0.684211,0.342105
26558,71.00,0.666667,0.098772,0.256410,0.000000,0.963037,0.666667,0.333333
26559,72.00,0.692308,0.099844,0.256410,0.025641,0.962664,0.692308,0.346154
26560,73.00,0.700000,0.099940,0.250000,0.025000,0.967250,0.700000,0.350000
26561,74.00,0.700000,0.100440,0.250000,0.000000,0.965441,0.700000,0.350000
26562,75.00,0.700000,0.103558,0.250000,0.000000,0.955898,0.700000,0.350000
26563,76.00,0.725000,0.103727,0.250000,0.025000,0.971361,0.725000,0.362500
26564,77.00,0.707317,0.103807,0.243902,0.000000,0.963310,0.707317,0.353659
26565,78.00,0.707317,0.106311,0.243902,0.000000,0.945909,0.707317,0.353659
26566,79.00,0.731707,0.107982,0.243902,0.024390,0.960452,0.731707,0.365854
26567,80.00,0.738095,0.107220,0.238095,0.023810,0.960452,0.738095,0.369048
26568,81.00,0.738095,0.112131,0.238095,0.000000,0.954185,0.738095,0.369048
26569,82.00,0.738095,0.112131,0.238095,0.000000,0.946501,0.738095,0.369048
26570,83.00,0.738095,0.114149,0.238095,0.000000,0.946501,0.738095,0.369048
26571,84.00,0.761905,0.115401,0.238095,0.023810,0.952846,0.761905,0.380952
26572,85.00,0.761905,0.115877,0.238095,0.000000,0.960368,0.761905,0.380952
26573,86.00,0.744186,0.115310,0.232558,0.000000,0.946870,0.744186,0.372093
26574,87.00,0.727273,0.113604,0.227273,0.000000,0.953922,0.727273,0.363636
26575,88.00,0.711111,0.116491,0.222222,0.000000,0.956251,0.711111,0.355556
26576,89.00,0.733333,0.116585,0.222222,0.022222,0.945433,0.733333,0.366667
26577,90.00,0.733333,0.118394,0.222222,0.000000,0.945433,0.733333,0.366667
26578,91.00,0.733333,0.125505,0.222222,0.000000,0.918333,0.733333,0.366667
26579,92.00,0.755556,0.127100,0.222222,0.022222,0.916599,0.755556,0.377778
26580,93.00,0.755556,0.129266,0.222222,0.000000,0.893381,0.755556,0.377778
26581,94.00,0.755556,0.130105,0.222222,0.000000,0.888097,0.755556,0.377778
26582,95.00,0.755556,0.134483,0.222222,0.000000,0.896818,0.755556,0.377778
26583,96.00,0.777778,0.138166,0.222222,0.022222,0.923253,0.777778,0.388889
26584,97.00,0.800000,0.140472,0.200000,0.022222,0.966681,0.800000,0.400000
26585,98.00,0.782609,0.137451,0.217391,0.000000,0.970555,0.782609,0.391304
26586,99.00,0.765957,0.137081,0.212766,0.000000,0.975868,0.765957,0.382979
26587,100.00,0.750000,0.134313,0.208333,0.000000,0.977440,0.750000,0.375000
26588,1.00,0.000000,0.000000,0.500000,0.000000,0.977440,0.000000,0.000000
26589,2.00,0.000000,0.002000,0.500000,0.000000,0.975539,0.000000,0.000000
26590,3.00,0.000000,0.008175,0.600000,0.000000,0.975539,0.000000,0.000000
26591,4.00,0.000000,0.007442,0.700000,0.000000,0.969100,0.000000,0.000000
26592,5.00,0.100000,0.008787,0.600000,0.100000,0.977273,0.100000,0.050000
26593,6.00,0.100000,0.009851,0.600000,0.000000,0.978368,0.100000,0.050000
26594,7.00,0.100000,0.008620,0.700000,0.000000,0.978368,0.100000,0.050000
26595,8.00,0.100000,0.011721,0.800000,0.000000,0.981641,0.100000,0.050000
26596,9.00,0.100000,0.011721,0.800000,0.000000,0.981641,0.100000,0.050000
26597,10.00,0.100000,0.011874,0.900000,0.000000,0.982946,0.100000,0.050000
26598,11.00,0.200000,0.016558,0.800000,0.100000,0.981822,0.200000,0.100000
26599,12.00,0.300000,0.018508,0.700000,0.100000,0.981822,0.300000,0.150000
26600,13.00,0.300000,0.020558,0.700000,0.000000,0.983235,0.300000,0.150000
26601,14.00,0.300000,0.024992,0.700000,0.000000,0.984777,0.300000,0.150000
26602,15.00,0.300000,0.025142,0.700000,0.000000,0.978338,0.300000,0.150000
26603,16.00,0.272727,0.023242,0.727273,0.000000,0.977118,0.272727,0.136364
26604,17.00,0.333333,0.023040,0.666667,0.083333,0.982278,0.333333,0.166667
26605,18.00,0.333333,0.023128,0.666667,0.000000,0.981282,0.333333,0.166667
26606,19.00,0.384615,0.021349,0.615385,0.076923,0.981282,0.384615,0.192308
26607,20.00,0.357143,0.021277,0.642857,0.000000,0.979548,0.357143,0.178571
26608,21.00,0.357143,0.023697,0.642857,0.000000,0.980562,0.357143,0.178571
26609,22.00,0.428571,0.023697,0.571429,0.071429,0.980562,0.428571,0.214286
26610,23.00,0.400000,0.022920,0.600000,0.000000,0.988266,0.400000,0.200000
26611,24.00,0.400000,0.025487,0.600000,0.000000,0.988049,0.400000,0.200000
26612,25.00,0.400000,0.029837,0.600000,0.000000,0.985549,0.400000,0.200000
26613,26.00,0.375000,0.030410,0.625000,0.000000,0.985549,0.375000,0.187500
26614,27.00,0.500000,0.042925,0.500000,0.125000,0.972417,0.500000,0.250000
26615,28.00,0.470588,0.041577,0.529412,0.000000,0.972417,0.470588,0.235294
26616,29.00,0.444444,0.042838,0.555556,0.000000,0.976854,0.444444,0.222222
26617,30.00,0.444444,0.044918,0.555556,0.000000,0.960568,0.444444,0.222222
26618,31.00,0.500000,0.048795,0.500000,0.055556,0.960568,0.500000,0.250000
26619,32.00,0.500000,0.050143,0.500000,0.000000,0.957478,0.500000,0.250000
26620,33.00,0.526316,0.050885,0.473684,0.052632,0.948843,0.526316,0.263158
26621,34.00,0.526316,0.054214,0.473684,0.000000,0.949084,0.526316,0.263158
26622,35.00,0.500000,0.052703,0.500000,0.000000,0.960603,0.500000,0.250000
26623,36.00,0.523810,0.066608,0.476190,0.047619,0.945156,0.523810,0.261905
26624,37.00,0.571429,0.067213,0.428571,0.047619,0.938597,0.571429,0.285714
26625,38.00,0.521739,0.064985,0.434783,0.000000,0.939219,0.521739,0.260870
26626,39.00,0.565217,0.081507,0.434783,0.043478,0.928239,0.565217,0.282609
26627,40.00,0.565217,0.086925,0.434783,0.000000,0.936486,0.565217,0.282609
