# Reward Formula: R_total = R_global / reward_scale
# R_global = w1*CompletedNorm - w2*AvgWaitNorm - w3*WIPNorm + w4*ThroughputDelta + w5*LoadBalance
# Coefficients: w1=1.0, w2=0.0, w3=0.0, w4=0.0, w5=0.0
# reward_scale=2.0
# LoadBalance: lambda_m=0.8, lambda_o=0.2
# CompletedNorm: fraction of jobs completed [0,1]
# AvgWaitNorm: normalized average wait time [0,1]
# WIPNorm: work-in-progress ratio [0,1]
# ThroughputDelta: change in completed jobs (normalized) - immediate feedback!
# LoadBalance: entropy-based load distribution [0,1] - higher is better
#
step,sim_time,CompletedNorm,AvgWaitNorm,WIPNorm,ThroughputDelta,LoadBalance,R_global,R_total
53615,86.00,0.720930,0.095125,0.232558,0.023256,0.889992,0.720930,0.360465
53616,87.00,0.704545,0.095650,0.227273,0.000000,0.868096,0.704545,0.352273
53617,88.00,0.711111,0.093957,0.222222,0.022222,0.811080,0.711111,0.355556
53618,89.00,0.733333,0.093957,0.222222,0.022222,0.812095,0.733333,0.366667
53619,90.00,0.733333,0.103300,0.222222,0.000000,0.832977,0.733333,0.366667
53620,91.00,0.733333,0.106208,0.222222,0.000000,0.861838,0.733333,0.366667
53621,92.00,0.755556,0.107742,0.222222,0.022222,0.870371,0.755556,0.377778
53622,93.00,0.755556,0.108858,0.222222,0.000000,0.883572,0.755556,0.377778
53623,94.00,0.755556,0.109819,0.222222,0.000000,0.897634,0.755556,0.377778
53624,95.00,0.755556,0.110719,0.222222,0.000000,0.897634,0.755556,0.377778
53625,96.00,0.755556,0.112030,0.222222,0.000000,0.921348,0.755556,0.377778
53626,97.00,0.777778,0.118550,0.222222,0.022222,0.893649,0.777778,0.388889
53627,98.00,0.760870,0.137776,0.217391,0.000000,0.914319,0.760870,0.380435
53628,99.00,0.744681,0.135734,0.212766,0.000000,0.911518,0.744681,0.372340
53629,100.00,0.729167,0.133323,0.208333,0.000000,0.884886,0.729167,0.364583
53630,1.00,0.000000,0.000000,0.500000,0.000000,0.884886,0.000000,0.000000
53631,3.00,0.000000,0.003708,0.600000,0.000000,0.907175,0.000000,0.000000
53632,4.00,0.100000,0.008214,0.600000,0.100000,0.918002,0.100000,0.050000
53633,5.00,0.100000,0.012143,0.600000,0.000000,0.938382,0.100000,0.050000
53634,6.00,0.100000,0.018220,0.600000,0.000000,0.952195,0.100000,0.050000
53635,7.00,0.200000,0.019620,0.600000,0.100000,0.955973,0.200000,0.100000
53636,8.00,0.200000,0.018804,0.700000,0.000000,0.948789,0.200000,0.100000
53637,9.00,0.200000,0.024481,0.700000,0.000000,0.974270,0.200000,0.100000
53638,10.00,0.300000,0.022033,0.700000,0.100000,0.968591,0.300000,0.150000
53639,11.00,0.300000,0.026642,0.700000,0.000000,0.968591,0.300000,0.150000
53640,12.00,0.300000,0.033117,0.700000,0.000000,0.965243,0.300000,0.150000
53641,13.00,0.300000,0.033117,0.700000,0.000000,0.966036,0.300000,0.150000
53642,14.00,0.300000,0.035692,0.700000,0.000000,0.966036,0.300000,0.150000
53643,15.00,0.300000,0.037292,0.700000,0.000000,0.963083,0.300000,0.150000
53644,16.00,0.363636,0.034810,0.636364,0.090909,0.963083,0.363636,0.181818
53645,17.00,0.416667,0.032394,0.583333,0.083333,0.965062,0.416667,0.208333
53646,18.00,0.416667,0.033315,0.583333,0.000000,0.970741,0.416667,0.208333
53647,19.00,0.384615,0.037791,0.615385,0.000000,0.971365,0.384615,0.192308
53648,20.00,0.357143,0.035234,0.642857,0.000000,0.966892,0.357143,0.178571
53649,21.00,0.428571,0.037315,0.571429,0.071429,0.967863,0.428571,0.214286
53650,22.00,0.500000,0.037315,0.500000,0.071429,0.967863,0.500000,0.250000
53651,23.00,0.466667,0.038350,0.533333,0.000000,0.961801,0.466667,0.233333
53652,24.00,0.466667,0.038350,0.533333,0.000000,0.964045,0.466667,0.233333
53653,25.00,0.466667,0.042550,0.533333,0.000000,0.970746,0.466667,0.233333
53654,26.00,0.437500,0.041078,0.562500,0.000000,0.968635,0.437500,0.218750
53655,27.00,0.500000,0.042216,0.500000,0.062500,0.969400,0.500000,0.250000
53656,28.00,0.470588,0.040571,0.529412,0.000000,0.969400,0.470588,0.235294
53657,29.00,0.444444,0.042466,0.555556,0.000000,0.968635,0.444444,0.222222
53658,30.00,0.500000,0.055008,0.500000,0.055556,0.979982,0.500000,0.250000
53659,32.00,0.666667,0.058022,0.333333,0.166667,0.984236,0.666667,0.333333
53660,33.00,0.631579,0.059733,0.368421,0.000000,0.979012,0.631579,0.315789
53661,34.00,0.631579,0.068071,0.368421,0.000000,0.984029,0.631579,0.315789
53662,35.00,0.600000,0.065055,0.400000,0.000000,0.975510,0.600000,0.300000
53663,36.00,0.619048,0.061957,0.380952,0.047619,0.975510,0.619048,0.309524
53664,37.00,0.619048,0.063481,0.380952,0.000000,0.977112,0.619048,0.309524
53665,38.00,0.565217,0.060023,0.434783,0.000000,0.969936,0.565217,0.282609
53666,39.00,0.565217,0.078988,0.434783,0.000000,0.980671,0.565217,0.282609
53667,40.00,0.565217,0.080293,0.434783,0.000000,0.980671,0.565217,0.282609
53668,41.00,0.541667,0.080476,0.416667,0.000000,0.980671,0.541667,0.270833
53669,42.00,0.583333,0.082862,0.416667,0.041667,0.983198,0.583333,0.291667
53670,43.00,0.560000,0.080347,0.400000,0.000000,0.978429,0.560000,0.280000
53671,44.00,0.560000,0.086381,0.400000,0.000000,0.990169,0.560000,0.280000
53672,45.00,0.600000,0.086381,0.400000,0.040000,0.977222,0.600000,0.300000
53673,46.00,0.600000,0.093955,0.400000,0.000000,0.970623,0.600000,0.300000
53674,47.00,0.576923,0.092265,0.384615,0.000000,0.963845,0.576923,0.288462
53675,48.00,0.576923,0.093707,0.384615,0.000000,0.960709,0.576923,0.288462
53676,49.00,0.615385,0.096063,0.384615,0.038462,0.967866,0.615385,0.307692
53677,50.00,0.615385,0.101126,0.384615,0.000000,0.961357,0.615385,0.307692
53678,51.00,0.653846,0.102357,0.346154,0.038462,0.964365,0.653846,0.326923
53679,52.00,0.692308,0.104847,0.307692,0.038462,0.974040,0.692308,0.346154
53680,53.00,0.692308,0.106415,0.307692,0.000000,0.957818,0.692308,0.346154
53681,54.00,0.730769,0.110931,0.269231,0.038462,0.944821,0.730769,0.365385
53682,55.00,0.730769,0.111315,0.269231,0.000000,0.944821,0.730769,0.365385
53683,56.00,0.730769,0.121048,0.269231,0.000000,0.959576,0.730769,0.365385
53684,57.00,0.730769,0.124673,0.269231,0.000000,0.958412,0.730769,0.365385
53685,58.00,0.814815,0.120055,0.185185,0.111111,0.958412,0.814815,0.407407
53686,59.00,0.758621,0.113030,0.241379,0.000000,0.958412,0.758621,0.379310
53687,60.00,0.758621,0.115488,0.241379,0.000000,0.953182,0.758621,0.379310
53688,61.00,0.793103,0.119202,0.206897,0.034483,0.953182,0.793103,0.396552
53689,62.00,0.766667,0.116337,0.233333,0.000000,0.961933,0.766667,0.383333
53690,63.00,0.800000,0.118445,0.200000,0.033333,0.963326,0.800000,0.400000
53691,64.00,0.774194,0.115063,0.225806,0.000000,0.962560,0.774194,0.387097
53692,65.00,0.750000,0.112092,0.250000,0.000000,0.950322,0.750000,0.375000
53693,66.00,0.727273,0.110602,0.272727,0.000000,0.966416,0.727273,0.363636
53694,67.00,0.705882,0.107753,0.294118,0.000000,0.960968,0.705882,0.352941
53695,68.00,0.764706,0.108468,0.235294,0.058824,0.962168,0.764706,0.382353
53696,69.00,0.722222,0.104614,0.277778,0.000000,0.974525,0.722222,0.361111
53697,70.00,0.684211,0.099108,0.263158,0.000000,0.976593,0.684211,0.342105
53698,71.00,0.666667,0.100117,0.256410,0.000000,0.977455,0.666667,0.333333
53699,72.00,0.666667,0.101360,0.256410,0.000000,0.973050,0.666667,0.333333
53700,73.00,0.650000,0.115092,0.250000,0.000000,0.974784,0.650000,0.325000
53701,74.00,0.650000,0.116098,0.250000,0.000000,0.970947,0.650000,0.325000
53702,75.00,0.650000,0.116598,0.250000,0.000000,0.949277,0.650000,0.325000
53703,76.00,0.675000,0.118267,0.250000,0.025000,0.952286,0.675000,0.337500
53704,77.00,0.658537,0.118070,0.243902,0.000000,0.965360,0.658537,0.329268
53705,78.00,0.682927,0.118070,0.243902,0.024390,0.974169,0.682927,0.341463
53706,79.00,0.682927,0.122864,0.243902,0.000000,0.982946,0.682927,0.341463
53707,80.00,0.690476,0.120314,0.238095,0.023810,0.980849,0.690476,0.345238
53708,81.00,0.690476,0.121564,0.238095,0.000000,0.984447,0.690476,0.345238
53709,82.00,0.690476,0.122016,0.238095,0.000000,0.982995,0.690476,0.345238
53710,83.00,0.690476,0.122016,0.238095,0.000000,0.982995,0.690476,0.345238
53711,84.00,0.690476,0.123653,0.238095,0.000000,0.979261,0.690476,0.345238
53712,85.00,0.714286,0.132170,0.238095,0.023810,0.956335,0.714286,0.357143
53713,86.00,0.720930,0.129170,0.232558,0.023256,0.946356,0.720930,0.360465
53714,87.00,0.704545,0.129812,0.227273,0.000000,0.949087,0.704545,0.352273
53715,88.00,0.688889,0.131467,0.222222,0.000000,0.931871,0.688889,0.344444
53716,89.00,0.688889,0.136590,0.222222,0.000000,0.931871,0.688889,0.344444
53717,90.00,0.688889,0.137930,0.222222,0.000000,0.939443,0.688889,0.344444
53718,91.00,0.688889,0.142894,0.222222,0.000000,0.928009,0.688889,0.344444
53719,92.00,0.711111,0.143105,0.222222,0.022222,0.941399,0.711111,0.355556
53720,93.00,0.711111,0.144123,0.222222,0.000000,0.933799,0.711111,0.355556
53721,94.00,0.733333,0.150403,0.222222,0.022222,0.926555,0.733333,0.366667
53722,95.00,0.733333,0.154053,0.222222,0.000000,0.900384,0.733333,0.366667
53723,96.00,0.755556,0.156901,0.222222,0.022222,0.900384,0.755556,0.377778
53724,97.00,0.755556,0.159502,0.222222,0.000000,0.914953,0.755556,0.377778
53725,98.00,0.739130,0.156687,0.217391,0.000000,0.899631,0.739130,0.369565
53726,99.00,0.723404,0.153513,0.212766,0.000000,0.914145,0.723404,0.361702
53727,100.00,0.708333,0.151487,0.208333,0.000000,0.906624,0.708333,0.354167
53728,1.00,0.000000,0.000000,0.500000,0.000000,0.906624,0.000000,0.000000
53729,2.00,0.000000,0.006000,0.500000,0.000000,0.906624,0.000000,0.000000
53730,3.00,0.000000,0.007042,0.600000,0.000000,0.909714,0.000000,0.000000
53731,4.00,0.000000,0.006927,0.700000,0.000000,0.912418,0.000000,0.000000
53732,5.00,0.100000,0.006927,0.600000,0.100000,0.912418,0.100000,0.050000
53733,6.00,0.100000,0.010242,0.600000,0.000000,0.912418,0.100000,0.050000
53734,7.00,0.100000,0.014795,0.700000,0.000000,0.910193,0.100000,0.050000
53735,8.00,0.100000,0.013623,0.800000,0.000000,0.893759,0.100000,0.050000
53736,9.00,0.200000,0.017636,0.700000,0.100000,0.926274,0.200000,0.100000
53737,10.00,0.300000,0.021248,0.700000,0.100000,0.920788,0.300000,0.150000
53738,11.00,0.300000,0.022707,0.700000,0.000000,0.927877,0.300000,0.150000
53739,12.00,0.300000,0.027132,0.700000,0.000000,0.936306,0.300000,0.150000
53740,13.00,0.300000,0.027582,0.700000,0.000000,0.937161,0.300000,0.150000
53741,14.00,0.400000,0.028582,0.600000,0.100000,0.937161,0.400000,0.200000
53742,15.00,0.400000,0.029532,0.600000,0.000000,0.949748,0.400000,0.200000
53743,16.00,0.545455,0.030847,0.454545,0.181818,0.949748,0.545455,0.272727
53744,17.00,0.500000,0.028407,0.500000,0.000000,0.961398,0.500000,0.250000
53745,18.00,0.500000,0.029557,0.500000,0.000000,0.966351,0.500000,0.250000
53746,19.00,0.461538,0.027283,0.538462,0.000000,0.965586,0.461538,0.230769
53747,20.00,0.500000,0.032406,0.500000,0.071429,0.962855,0.500000,0.250000
53748,21.00,0.500000,0.034352,0.500000,0.000000,0.965235,0.500000,0.250000
53749,22.00,0.500000,0.036963,0.500000,0.000000,0.948277,0.500000,0.250000
53750,23.00,0.466667,0.036282,0.533333,0.000000,0.972338,0.466667,0.233333
53751,24.00,0.466667,0.039324,0.533333,0.000000,0.968491,0.466667,0.233333
53752,25.00,0.533333,0.040607,0.466667,0.066667,0.972650,0.533333,0.266667
53753,26.00,0.500000,0.039666,0.500000,0.000000,0.974838,0.500000,0.250000
53754,27.00,0.500000,0.042841,0.500000,0.000000,0.976044,0.500000,0.250000
53755,28.00,0.470588,0.040909,0.529412,0.000000,0.976044,0.470588,0.235294
53756,29.00,0.444444,0.040498,0.555556,0.000000,0.986584,0.444444,0.222222
53757,30.00,0.500000,0.043133,0.500000,0.055556,0.979265,0.500000,0.250000
53758,31.00,0.555556,0.046438,0.444444,0.055556,0.979265,0.555556,0.277778
53759,32.00,0.555556,0.047230,0.444444,0.000000,0.982878,0.555556,0.277778
53760,33.00,0.631579,0.048523,0.368421,0.105263,0.979875,0.631579,0.315789
53761,35.00,0.650000,0.052361,0.350000,0.050000,0.976664,0.650000,0.325000
53762,36.00,0.619048,0.050841,0.380952,0.000000,0.974989,0.619048,0.309524
53763,37.00,0.666667,0.055337,0.333333,0.047619,0.976095,0.666667,0.333333
53764,38.00,0.608696,0.051771,0.391304,0.000000,0.976095,0.608696,0.304348
53765,39.00,0.608696,0.054315,0.391304,0.000000,0.978411,0.608696,0.304348
53766,40.00,0.608696,0.054934,0.391304,0.000000,0.982800,0.608696,0.304348
53767,41.00,0.625000,0.054928,0.375000,0.041667,0.986507,0.625000,0.312500
53768,42.00,0.625000,0.054928,0.375000,0.000000,0.985537,0.625000,0.312500
53769,43.00,0.640000,0.054805,0.360000,0.040000,0.985537,0.640000,0.320000
53770,44.00,0.640000,0.056255,0.360000,0.000000,0.981315,0.640000,0.320000
53771,45.00,0.680000,0.060590,0.320000,0.040000,0.979471,0.680000,0.340000
53772,46.00,0.680000,0.064988,0.320000,0.000000,0.984495,0.680000,0.340000
53773,47.00,0.730769,0.063152,0.269231,0.076923,0.980935,0.730769,0.365385
53774,48.00,0.730769,0.064936,0.269231,0.000000,0.975852,0.730769,0.365385
53775,49.00,0.730769,0.066571,0.269231,0.000000,0.970805,0.730769,0.365385
53776,51.00,0.769231,0.068408,0.230769,0.038462,0.975540,0.769231,0.384615
53777,52.00,0.769231,0.071465,0.230769,0.000000,0.968479,0.769231,0.384615
53778,53.00,0.769231,0.071879,0.230769,0.000000,0.975848,0.769231,0.384615
53779,55.00,0.846154,0.072044,0.153846,0.076923,0.972070,0.846154,0.423077
53780,56.00,0.846154,0.072140,0.153846,0.000000,0.979814,0.846154,0.423077
53781,57.00,0.846154,0.073054,0.153846,0.000000,0.979455,0.846154,0.423077
53782,58.00,0.851852,0.070348,0.148148,0.037037,0.979455,0.851852,0.425926
53783,59.00,0.793103,0.065725,0.206897,0.000000,0.979854,0.793103,0.396552
53784,61.00,0.827586,0.066094,0.172414,0.034483,0.981588,0.827586,0.413793
53785,62.00,0.800000,0.064191,0.200000,0.000000,0.978178,0.800000,0.400000
53786,63.00,0.800000,0.064799,0.200000,0.000000,0.978178,0.800000,0.400000
53787,64.00,0.774194,0.064322,0.225806,0.000000,0.979758,0.774194,0.387097
53788,65.00,0.781250,0.063463,0.218750,0.031250,0.985606,0.781250,0.390625
53789,66.00,0.757576,0.061540,0.242424,0.000000,0.985606,0.757576,0.378788
53790,67.00,0.794118,0.060341,0.205882,0.058824,0.981055,0.794118,0.397059
53791,68.00,0.794118,0.061474,0.205882,0.000000,0.984788,0.794118,0.397059
53792,69.00,0.750000,0.058685,0.250000,0.000000,0.977685,0.750000,0.375000
53793,70.00,0.710526,0.055613,0.263158,0.000000,0.978681,0.710526,0.355263
53794,71.00,0.692308,0.055219,0.256410,0.000000,0.975951,0.692308,0.346154
53795,72.00,0.692308,0.055796,0.256410,0.000000,0.968906,0.692308,0.346154
53796,73.00,0.675000,0.057463,0.250000,0.000000,0.974219,0.675000,0.337500
53797,74.00,0.675000,0.058163,0.250000,0.000000,0.974722,0.675000,0.337500
53798,75.00,0.700000,0.058663,0.250000,0.025000,0.974722,0.700000,0.350000
53799,76.00,0.750000,0.059357,0.250000,0.050000,0.964548,0.750000,0.375000
53800,77.00,0.756098,0.061264,0.243902,0.024390,0.961052,0.756098,0.378049
53801,78.00,0.756098,0.065464,0.243902,0.000000,0.977493,0.756098,0.378049
53802,79.00,0.756098,0.067322,0.243902,0.000000,0.973997,0.756098,0.378049
53803,80.00,0.761905,0.067012,0.238095,0.023810,0.983171,0.761905,0.380952
53804,81.00,0.785714,0.068123,0.214286,0.023810,0.978942,0.785714,0.392857
53805,82.00,0.785714,0.069070,0.214286,0.000000,0.969883,0.785714,0.392857
53806,83.00,0.785714,0.070332,0.214286,0.000000,0.963252,0.785714,0.392857
53807,84.00,0.785714,0.073867,0.214286,0.000000,0.963424,0.785714,0.392857
53808,85.00,0.785714,0.074885,0.214286,0.000000,0.971752,0.785714,0.392857
53809,86.00,0.767442,0.074196,0.232558,0.000000,0.979263,0.767442,0.383721
53810,87.00,0.750000,0.076905,0.227273,0.000000,0.980857,0.750000,0.375000
53811,88.00,0.733333,0.077449,0.222222,0.000000,0.980677,0.733333,0.366667
53812,89.00,0.733333,0.078196,0.222222,0.000000,0.979705,0.733333,0.366667
53813,90.00,0.755556,0.078862,0.222222,0.022222,0.979705,0.755556,0.377778
53814,91.00,0.755556,0.079796,0.222222,0.000000,0.977703,0.755556,0.377778
53815,92.00,0.755556,0.081424,0.222222,0.000000,0.975973,0.755556,0.377778
53816,93.00,0.755556,0.084724,0.222222,0.000000,0.979152,0.755556,0.377778
53817,94.00,0.755556,0.084780,0.222222,0.000000,0.986235,0.755556,0.377778
53818,95.00,0.777778,0.087590,0.222222,0.022222,0.987734,0.777778,0.388889
53819,96.00,0.777778,0.088595,0.222222,0.000000,0.989833,0.777778,0.388889
53820,97.00,0.777778,0.088595,0.222222,0.000000,0.989833,0.777778,0.388889
53821,98.00,0.760870,0.089115,0.217391,0.000000,0.988849,0.760870,0.380435
53822,99.00,0.765957,0.089426,0.212766,0.021277,0.984316,0.765957,0.382979
53823,100.00,0.750000,0.088387,0.208333,0.000000,0.976226,0.750000,0.375000
53824,1.00,0.000000,0.000000,0.500000,0.000000,0.976226,0.000000,0.000000
53825,3.00,0.000000,0.007625,0.600000,0.000000,0.958758,0.000000,0.000000
53826,4.00,0.000000,0.010607,0.700000,0.000000,0.966742,0.000000,0.000000
53827,5.00,0.000000,0.015571,0.700000,0.000000,0.969997,0.000000,0.000000
53828,6.00,0.000000,0.018429,0.700000,0.000000,0.971731,0.000000,0.000000
53829,7.00,0.100000,0.027302,0.700000,0.100000,0.974143,0.100000,0.050000
53830,8.00,0.100000,0.029690,0.800000,0.000000,0.951996,0.100000,0.050000
53831,9.00,0.100000,0.030162,0.800000,0.000000,0.956595,0.100000,0.050000
53832,10.00,0.100000,0.029466,0.900000,0.000000,0.950392,0.100000,0.050000
53833,11.00,0.100000,0.036653,0.900000,0.000000,0.956846,0.100000,0.050000
53834,12.00,0.200000,0.044278,0.800000,0.100000,0.978657,0.200000,0.100000
53835,13.00,0.200000,0.044278,0.800000,0.000000,0.978657,0.200000,0.100000
53836,14.00,0.200000,0.046353,0.800000,0.000000,0.975649,0.200000,0.100000
53837,15.00,0.200000,0.056562,0.800000,0.000000,0.975649,0.200000,0.100000
53838,16.00,0.272727,0.053965,0.727273,0.090909,0.979280,0.272727,0.136364
53839,17.00,0.250000,0.049599,0.750000,0.000000,0.981633,0.250000,0.125000
53840,18.00,0.333333,0.050390,0.666667,0.083333,0.964247,0.333333,0.166667
53841,19.00,0.307692,0.048306,0.692308,0.000000,0.964247,0.307692,0.153846
53842,20.00,0.285714,0.052731,0.714286,0.000000,0.973675,0.285714,0.142857
53843,21.00,0.285714,0.053204,0.714286,0.000000,0.969352,0.285714,0.142857
53844,22.00,0.357143,0.061211,0.642857,0.071429,0.986819,0.357143,0.178571
53845,23.00,0.400000,0.057797,0.600000,0.066667,0.986819,0.400000,0.200000
53846,24.00,0.400000,0.059414,0.600000,0.000000,0.986353,0.400000,0.200000
53847,25.00,0.400000,0.064214,0.600000,0.000000,0.981167,0.400000,0.200000
53848,26.00,0.437500,0.061717,0.562500,0.062500,0.986957,0.437500,0.218750
53849,27.00,0.437500,0.062807,0.562500,0.000000,0.986957,0.437500,0.218750
53850,28.00,0.470588,0.060304,0.529412,0.058824,0.988329,0.470588,0.235294
53851,29.00,0.444444,0.063826,0.555556,0.000000,0.992166,0.444444,0.222222
53852,30.00,0.555556,0.064382,0.444444,0.111111,0.989425,0.555556,0.277778
53853,31.00,0.555556,0.065437,0.444444,0.000000,0.987711,0.555556,0.277778
53854,32.00,0.555556,0.070578,0.444444,0.000000,0.985810,0.555556,0.277778
53855,33.00,0.526316,0.075402,0.473684,0.000000,0.979401,0.526316,0.263158
53856,34.00,0.526316,0.075810,0.473684,0.000000,0.973675,0.526316,0.263158
53857,35.00,0.550000,0.072110,0.450000,0.050000,0.978743,0.550000,0.275000
53858,36.00,0.523810,0.070935,0.476190,0.000000,0.983346,0.523810,0.261905
53859,37.00,0.523810,0.083911,0.476190,0.000000,0.982218,0.523810,0.261905
53860,38.00,0.521739,0.079560,0.434783,0.043478,0.967737,0.521739,0.260870
53861,40.00,0.521739,0.081299,0.434783,0.000000,0.970705,0.521739,0.260870
53862,41.00,0.541667,0.081232,0.416667,0.041667,0.977505,0.541667,0.270833
53863,42.00,0.541667,0.085018,0.416667,0.000000,0.983184,0.541667,0.270833
53864,43.00,0.520000,0.083655,0.400000,0.000000,0.983184,0.520000,0.260000
53865,44.00,0.520000,0.086225,0.400000,0.000000,0.964647,0.520000,0.260000
53866,45.00,0.520000,0.086625,0.400000,0.000000,0.947949,0.520000,0.260000
53867,46.00,0.520000,0.089285,0.400000,0.000000,0.933838,0.520000,0.260000
53868,47.00,0.500000,0.086245,0.384615,0.000000,0.933375,0.500000,0.250000
53869,48.00,0.538462,0.087563,0.384615,0.038462,0.947347,0.538462,0.269231
53870,49.00,0.576923,0.092841,0.384615,0.038462,0.936728,0.576923,0.288462
53871,50.00,0.615385,0.103136,0.384615,0.038462,0.933568,0.615385,0.307692
53872,51.00,0.615385,0.103136,0.384615,0.000000,0.922866,0.615385,0.307692
53873,52.00,0.653846,0.105740,0.346154,0.038462,0.933806,0.653846,0.326923
53874,53.00,0.653846,0.112786,0.346154,0.000000,0.937040,0.653846,0.326923
53875,54.00,0.769231,0.112786,0.230769,0.115385,0.916080,0.769231,0.384615
53876,56.00,0.769231,0.123206,0.230769,0.000000,0.916631,0.769231,0.384615
53877,57.00,0.769231,0.142802,0.230769,0.000000,0.932073,0.769231,0.384615
53878,58.00,0.777778,0.154781,0.222222,0.037037,0.927222,0.777778,0.388889
53879,59.00,0.724138,0.146370,0.275862,0.000000,0.924921,0.724138,0.362069
53880,60.00,0.724138,0.147834,0.275862,0.000000,0.930173,0.724138,0.362069
53881,61.00,0.724138,0.148930,0.275862,0.000000,0.943454,0.724138,0.362069
53882,62.00,0.733333,0.144599,0.266667,0.033333,0.960940,0.733333,0.366667
53883,63.00,0.733333,0.147855,0.266667,0.000000,0.964531,0.733333,0.366667
53884,64.00,0.709677,0.152876,0.290323,0.000000,0.949748,0.709677,0.354839
53885,65.00,0.718750,0.148270,0.281250,0.031250,0.953665,0.718750,0.359375
53886,66.00,0.696970,0.144741,0.303030,0.000000,0.952329,0.696970,0.348485
53887,67.00,0.676471,0.141273,0.294118,0.000000,0.935834,0.676471,0.338235
53888,68.00,0.735294,0.142580,0.264706,0.058824,0.932168,0.735294,0.367647
53889,69.00,0.694444,0.135820,0.277778,0.000000,0.945689,0.694444,0.347222
53890,70.00,0.657895,0.129698,0.263158,0.000000,0.933607,0.657895,0.328947
53891,71.00,0.666667,0.128756,0.256410,0.025641,0.942656,0.666667,0.333333
53892,72.00,0.666667,0.128756,0.256410,0.000000,0.934463,0.666667,0.333333
53893,73.00,0.650000,0.128044,0.250000,0.000000,0.934463,0.650000,0.325000
53894,74.00,0.650000,0.132657,0.250000,0.000000,0.929284,0.650000,0.325000
53895,75.00,0.675000,0.133819,0.250000,0.025000,0.915120,0.675000,0.337500
53896,76.00,0.675000,0.135386,0.250000,0.000000,0.877802,0.675000,0.337500
53897,77.00,0.658537,0.132084,0.243902,0.000000,0.877802,0.658537,0.329268
53898,78.00,0.658537,0.135819,0.243902,0.000000,0.877802,0.658537,0.329268
53899,79.00,0.658537,0.136172,0.243902,0.000000,0.886541,0.658537,0.329268
53900,80.00,0.666667,0.134662,0.238095,0.023810,0.877027,0.666667,0.333333
53901,81.00,0.666667,0.136502,0.238095,0.000000,0.876559,0.666667,0.333333
53902,82.00,0.666667,0.140349,0.238095,0.000000,0.882002,0.666667,0.333333
53903,83.00,0.690476,0.140587,0.238095,0.023810,0.882002,0.690476,0.345238
53904,84.00,0.690476,0.142593,0.238095,0.000000,0.907876,0.690476,0.345238
53905,85.00,0.714286,0.143182,0.238095,0.023810,0.882917,0.714286,0.357143
53906,86.00,0.720930,0.146327,0.232558,0.023256,0.882917,0.720930,0.360465
53907,87.00,0.704545,0.146352,0.227273,0.000000,0.900523,0.704545,0.352273
53908,88.00,0.688889,0.144244,0.222222,0.000000,0.882587,0.688889,0.344444
53909,89.00,0.688889,0.146705,0.222222,0.000000,0.895219,0.688889,0.344444
53910,90.00,0.688889,0.147194,0.222222,0.000000,0.888830,0.688889,0.344444
53911,91.00,0.688889,0.148139,0.222222,0.000000,0.867126,0.688889,0.344444
53912,92.00,0.688889,0.148383,0.222222,0.000000,0.867126,0.688889,0.344444
53913,93.00,0.688889,0.156900,0.222222,0.000000,0.879726,0.688889,0.344444
53914,94.00,0.711111,0.157344,0.222222,0.022222,0.848694,0.711111,0.355556
53915,95.00,0.711111,0.157344,0.222222,0.000000,0.844632,0.711111,0.355556
53916,96.00,0.711111,0.159727,0.222222,0.000000,0.825986,0.711111,0.355556
53917,97.00,0.711111,0.163770,0.222222,0.000000,0.821572,0.711111,0.355556
53918,98.00,0.739130,0.160231,0.217391,0.043478,0.834678,0.739130,0.369565
53919,99.00,0.723404,0.163027,0.212766,0.000000,0.871320,0.723404,0.361702
53920,100.00,0.729167,0.159630,0.208333,0.020833,0.812617,0.729167,0.364583
53921,1.00,0.000000,0.000000,0.500000,0.000000,0.812617,0.000000,0.000000
53922,3.00,0.000000,0.003333,0.600000,0.000000,0.814042,0.000000,0.000000
53923,4.00,0.000000,0.007363,0.700000,0.000000,0.815706,0.000000,0.000000
53924,5.00,0.000000,0.008708,0.700000,0.000000,0.815706,0.000000,0.000000
53925,6.00,0.000000,0.009315,0.700000,0.000000,0.815706,0.000000,0.000000
53926,7.00,0.100000,0.008551,0.700000,0.100000,0.814042,0.100000,0.050000
53927,8.00,0.100000,0.008715,0.800000,0.000000,0.814042,0.100000,0.050000
53928,9.00,0.200000,0.010059,0.700000,0.100000,0.850164,0.200000,0.100000
53929,10.00,0.300000,0.009053,0.700000,0.100000,0.850164,0.300000,0.150000
53930,11.00,0.300000,0.009428,0.700000,0.000000,0.881181,0.300000,0.150000
53931,12.00,0.300000,0.011762,0.700000,0.000000,0.872662,0.300000,0.150000
53932,13.00,0.300000,0.012987,0.700000,0.000000,0.860105,0.300000,0.150000
53933,14.00,0.300000,0.014212,0.700000,0.000000,0.863339,0.300000,0.150000
53934,15.00,0.300000,0.017137,0.700000,0.000000,0.876125,0.300000,0.150000
53935,16.00,0.272727,0.015579,0.727273,0.000000,0.876125,0.272727,0.136364
53936,17.00,0.416667,0.014635,0.583333,0.166667,0.872771,0.416667,0.208333
53937,18.00,0.416667,0.014722,0.583333,0.000000,0.872771,0.416667,0.208333
53938,19.00,0.461538,0.015326,0.538462,0.076923,0.872771,0.461538,0.230769
